mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
27	25	297/4	297/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	246									1				
27	25	149/2	149/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	247									1				
27	25	299/4	299/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	248													
28	26	76	76	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	249		articAccentBelow											
28	26	78	78	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	250									2				
28	26	313/4	313/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	251													
28	26	157/2	157/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	252													
28	26	315/4	315/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	253													
28	26	305/4	305/4	0.0	1/16	1/16	Spanner	3/4	2	1	0															2	2
28	26	305/4	305/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	254									3			2	2
28	26	153/2	153/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	255									3			2	2
28	26	307/4	307/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	256									3			2	2
28	26	77	77	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	257									3			2	2
28	26	309/4	309/4	0.0	5/16	5/16	Spanner	3/4	2	1	0												3				
28	26	309/4	309/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	258									3				
28	26	155/2	155/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	259									3				
28	26	311/4	311/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	260													
29	27	79	79	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	261									4				
29	27	317/4	317/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	262													
29	27	159/2	159/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	263													
29	27	319/4	319/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	264													
29	27	80	80	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	265													
29	27	81	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	266									5				
29	27	79	79	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	267													
29	27	80	80	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	268													
29	27	81	81	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	269													
29	27	79	79	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	270													
29	27	81	81	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	271									6				
29	27	325/4	325/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	272													
29	27	163/2	163/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	273													
29	27	327/4	327/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	274													
29	27	79	79	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	275													
30	28	82	82	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	276									5				
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	277													
30	28	84	84	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	278													
30	28	169/2	169/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24	1/16	2/3	279													
30	28	254/3	254/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24	1/16	2/3	280													
30	28	509/6	509/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24	1/16	2/3	281													
30	28	82	82	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	282													
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	283													
30	28	82	82	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	284									7				
30	28	329/4	329/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	285													
30	28	165/2	165/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	286													
30	28	331/4	331/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	287													
30	28	83	83	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	288													
30	28	82	82	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	289													
31	29	85	85	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	290		articAccentBelow											
31	29	87	87	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	291													
31	29	175/2	175/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24	1/16	2/3	292													
31	29	263/3	263/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24	1/16	2/3	293													
31	29	527/6	527/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24	1/16	2/3	294													
31	29	341/4	341/4	0.0	1/16	1/16	Spanner	3/4	2	1	0															3	3
31	29	341/4	341/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	295									8			3	3
31	29	171/2	171/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	296									8			3	3
31	29	343/4	343/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	297									8			3	3
31	29	86	86	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	298									8			3	3
31	29	345/4	345/4	0.0	5/16	5/16	Spanner	3/4	2	1	0												8				
31	29	345/4	345/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	299									8				
31	29	173/2	173/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	300									8				
31	29	347/4	347/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	301													
32	30	88	88	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	302		articAccentBelow											
32	30	90	90	0.0	1/2	1/2	Spanner	3/4	1	1	0														5		
32	30	90	90	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	303									9		5		
32	30	361/4	361/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	304											5		
32	30	181/2	181/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	305											5		
32	30	363/4	363/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	306											5		
32	30	353/4	353/4	0.0	1/16	1/16	Spanner	3/4	2	1	0															4	4
32	30	353/4	353/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	307									10			4	4
32	30	177/2	177/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	308									10			4	4
32	30	355/4	355/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	309									10			4	4
32	30	89	89	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	310									10			4	4
32	30	357/4	357/4	0.0	5/16	5/16	Spanner	3/4	2	1	0												10				
32	30	357/4	357/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	311									10				
32	30	179/2	179/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	312									10				
32	30	359/4	359/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	313													
33	31	91	91	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	314									11		5		
33	31	365/4	365/4	0.0	1/16	1/16	Spanner	3/4	1	1	0																
33	31	365/4	365/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	315													
33	31	183/2	183/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	316													
33	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	317													
33	31	92	92	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	318													
33	31	93	93	0.0	1/2	1/2	Spanner	3/4	1	1	0													5			
33	31	93	93	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	319										5			
33	31	375/4	375/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	320										5			
33	31	91	91	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	321										5			
33	31	92	92	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	322										5			
33	31	93	93	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	323										5			
33	31	91	91	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	324													
33	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	325													
33	31	91	91	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	326													
33	31	92	92	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	327													
33	31	369/4	369/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	328													
33	31	185/2	185/2	0.25	3/8	3/8	Chord	3/4	2	2	1/16	1/16	1	329													
33	31	371/4	371/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16	1/16	1	330													
33	31	93	93	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	331													
34	32	94	94	0.0	0	0	Dynamic	3/4	1	1	0				pp												
34	32	94	94	0.0	0	0	Spanner	3/4	1	1	0																
34	32	94	94	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	332													
34	32	96	96	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	333													
34	32	289/3	289/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	334													
34	32	290/3	290/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	335													
34	32	94	94	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	336													
34	32	189/2	189/2	0.0	1/8	1/8	StaffText	3/4	2	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>una corda</i>"										
34	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	337													
34	32	95	95	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	338													
34	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	339													
34	32	96	96	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	340													
34	32	193/2	193/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	341													
35	33	97	97	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	342													
35	33	292/3	292/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	343													
35	33	293/3	293/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	344													
35	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	345													
35	33	99	99	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	346													
35	33	298/3	298/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	347													
35	33	299/3	299/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	348													
35	33	97	97	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	349													
35	33	97	97	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	350													
35	33	195/2	195/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	351													
35	33	98	98	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	352													
35	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	353													
35	33	99	99	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	354													
35	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	355													
36	34	100	100	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	356													
36	34	301/3	301/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	357													
36	34	302/3	302/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	358													
36	34	101	101	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	359													
36	34	102	102	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	360													
36	34	307/3	307/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	361													
36	34	308/3	308/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	362													
36	34	100	100	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	363													
36	34	100	100	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	364													
36	34	201/2	201/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	365													
36	34	101	101	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	366													
36	34	203/2	203/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	367													
36	34	102	102	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	368													
36	34	205/2	205/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	369													
37	35	103	103	0.0	0	0	StaffText	3/4	1	1	0						tre corde										
37	35	103	103	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	370													
37	35	310/3	310/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	371													
37	35	311/3	311/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	372													
37	35	104	104	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	373													
37	35	313/3	313/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	374													
37	35	314/3	314/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	375													
37	35	105	105	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	376													
37	35	316/3	316/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	377													
37	35	317/3	317/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	378													
37	35	103	103	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	379		articStaccatoAbove											
37	35	207/2	207/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	380		articStaccatoAbove											
37	35	104	104	0.0	1/4	1/4	Spanner	3/4	2	1	0															5	5
37	35	104	104	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	381		articAccentAbove										5	5
37	35	105	105	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	382												5	5
38	36	106	106	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>cresc.</i>"										
38	36	106	106	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	383													
38	36	319/3	319/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	384													
38	36	320/3	320/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	385													
38	36	107	107	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	386													
38	36	322/3	322/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	387													
38	36	323/3	323/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	388													
38	36	108	108	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	389													
38	36	325/3	325/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	390													
38	36	326/3	326/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	391													
38	36	106	106	0.0	0	0	Spanner	3/4	2	1	0																
38	36	106	106	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	392		articStaccatoAbove											
38	36	213/2	213/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	393		articStaccatoAbove											
38	36	107	107	0.0	1/4	1/4	Spanner	3/4	2	1	0															6	6
38	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	394		articAccentAbove										6	6
38	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	395												6	6
39	37	109	109	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	396													
39	37	328/3	328/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	397													
39	37	329/3	329/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	398													
39	37	110	110	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	399													
39	37	331/3	331/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	400													
39	37	332/3	332/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	401													
39	37	111	111	0.0	1/2	1/2	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>più cresc.</i>"										
39	37	111	111	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	402													
39	37	334/3	334/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	403													
39	37	335/3	335/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	404													
39	37	109	109	0.0	0	0	Spanner	3/4	2	1	0																
39	37	109	109	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	405		articStaccatoAbove											
39	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	406		articStaccatoAbove											
39	37	110	110	0.0	1/4	1/4	Spanner	3/4	2	1	0															7	7
39	37	110	110	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	407		articAccentAbove										7	7
39	37	111	111	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	408		articAccentBelow										7	7
40	38	112	112	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	409													
40	38	337/3	337/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	410													
40	38	338/3	338/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	411													
40	38	113	113	0.0	1/4	1/4	Spanner	3/4	1	1	0														6		
40	38	113	113	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	412											6		
40	38	340/3	340/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	413											6		
40	38	341/3	341/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	414											6		
40	38	114	114	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	415											6		
40	38	343/3	343/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	416											6		
40	38	344/3	344/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	417											6		
40	38	112	112	0.0	0	0	Spanner	3/4	2	1	0																
40	38	112	112	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	418		articAccentBelow											
40	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	419		articAccentBelow											
40	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	420		articAccentAbove											
41	39	115	115	0.0	0	0	Dynamic	3/4	1	1	0				f												
41	39	115	115	0.0	0	0	Spanner	3/4	1	1	0																
41	39	115	115	0.0	0	0	Spanner	3/4	1	1	0														7		
41	39	115	115	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	421											7		
41	39	346/3	346/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	422											7		
41	39	347/3	347/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	423											7		
41	39	116	116	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	424											7		
41	39	349/3	349/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	425											7		
41	39	350/3	350/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	426											7		
41	39	117	117	0.0	1/2	1/2	Dynamic	3/4	1	1	0				ff												
41	39	117	117	0.0	1/2	1/2	Spanner	3/4	1	1	0																
41	39	117	117	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	427													
41	39	352/3	352/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	428													
41	39	353/3	353/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	429													
41	39	115	115	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	430													
41	39	116	116	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	431													
41	39	117	117	0.6666666666666666	1/2	1/2	Chord	3/4	2	1	1/6	1/4	2/3	432													
41	39	353/3	353/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	433													
42	40	118	118	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	434													
42	40	355/3	355/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	435													
42	40	356/3	356/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	436													
42	40	119	119	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	437													
42	40	358/3	358/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	438													
42	40	359/3	359/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	439													
42	40	120	120	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	440													
42	40	361/3	361/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	441													
42	40	362/3	362/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	442													
42	40	118	118	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	443		articAccentBelow											
42	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	444													
42	40	120	120	0.6666666666666666	1/2	1/2	Chord	3/4	2	1	1/6	1/4	2/3	445													
42	40	362/3	362/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	446													
43	41	121	121	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	447													
43	41	364/3	364/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	448													
43	41	365/3	365/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	449													
43	41	122	122	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	450													
43	41	367/3	367/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	451													
43	41	368/3	368/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	452													
43	41	123	123	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	453													
43	41	370/3	370/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	454													
43	41	371/3	371/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	455													
43	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	456		articAccentAbove											
43	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	457													
43	41	123	123	0.6666666666666666	1/2	1/2	Chord	3/4	2	1	1/6	1/4	2/3	458													
43	41	371/3	371/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	459													
44	42	124	124	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	460													
44	42	373/3	373/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	461													
44	42	374/3	374/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	462													
44	42	125	125	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	463													
44	42	376/3	376/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	464													
44	42	377/3	377/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	465													
44	42	126	126	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	466													
44	42	379/3	379/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	467													
44	42	380/3	380/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	468													
44	42	124	124	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	469		articAccentAbove											
44	42	249/2	249/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	470		articAccentAbove											
44	42	125	125	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	471		articAccentAbove											
44	42	251/2	251/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	472		articAccentAbove											
44	42	126	126	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	473		articAccentAbove											
44	42	253/2	253/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	474		articAccentAbove											
45	43	127	127	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	475													
45	43	382/3	382/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	476													
45	43	383/3	383/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	477													
45	43	128	128	0.0	1/4	1/4	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>poco dim.  e molto rit.</i>"										
45	43	128	128	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	478													
45	43	385/3	385/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	479													
45	43	386/3	386/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	480													
45	43	129	129	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	481													
45	43	519/4	519/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	482													
45	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	483		articAccentAbove											
45	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	484													
45	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	485													
46	44	130	130	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	486		articAccentBelow											
46	44	132	132	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	487													
46	44	531/4	531/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	488													
46	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	489													
46	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	490													
46	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	491													
47	45	133	133	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	492		articAccentBelow											
47	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	493													
