mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
47	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	494													
48	45	135	135	0.0	0	1/2	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""Times New Roman""/><b>Adagio</b>"										
48	45	135	135	0.0	0	1/2	Dynamic	3/4	1	1	0				p												
48	45	135	135	0.0	0	1/2	Tempo	3/4	1	1	0							𝅘𝅥=40	40.0	𝅘𝅥	40.0	0.0					
48	45	135	135	0.0	0	1/2	Spanner	3/4	1	1	0														8		
48	45	135	135	0.3333333333333333	0	1/2	Chord	3/4	1	1	1/12	1/8	2/3	495											8		
48	45	406/3	406/3	0.3333333333333333	1/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	496											8		
48	45	407/3	407/3	0.3333333333333333	1/6	2/3	Chord	3/4	1	1	1/12	1/8	2/3	497											8		
48	45	135	135	1.0	0	1/2	Chord	3/4	1	2	1/4	1/4	1	498											8		
48	45	135	135	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	499													
49	46	136	136	0.0	0	0	Spanner	3/4	1	1	0																
49	46	136	136	0.0	0	0	Spanner	3/4	1	1	0													6			
49	46	136	136	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	500										6			
49	46	409/3	409/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	501										6			
49	46	410/3	410/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	502										6			
49	46	137	137	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	503										6			
49	46	138	138	0.0	1/2	1/2	Spanner	3/4	1	1	0																
49	46	138	138	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	504													
49	46	277/2	277/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	505													
49	46	136	136	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	506													
49	46	137	137	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	507													
49	46	138	138	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	508													
49	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	509													
49	46	137	137	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	510													
50	47	139	139	0.0	0	0	Dynamic	3/4	1	1	0				pp												
50	47	139	139	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	511													
50	47	139	139	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	512													
51	47	141	141	0.0	0	1/2	StaffText	3/4	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><b>Allegro vivace</b>"										
51	47	141	141	0.0	0	1/2	Dynamic	3/4	1	1	0				p												
51	47	141	141	0.0	0	1/2	Tempo	3/4	1	1	0							𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0					
51	47	141	141	0.75	0	1/2	Chord	3/4	1	1	3/16	1/8	3/2	513									12				
51	47	567/4	567/4	0.0	3/16	11/16	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>dolce  e  leggiero</i>"						12				
51	47	567/4	567/4	0.25	3/16	11/16	Chord	3/4	1	1	1/16	1/16	1	514									12				
51	47	141	141	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	515													
52	48	142	142	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	516									12				
52	48	571/4	571/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	517									12				
52	48	143	143	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	518													
52	48	144	144	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	519									13				
52	48	579/4	579/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	520									13				
52	48	142	142	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	521													
52	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	522													
53	49	145	145	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	523									13				
53	49	583/4	583/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	524									13				
53	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	525													
53	49	147	147	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	526									14				
53	49	442/3	442/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	527									14				
53	49	443/3	443/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	528									14				
53	49	147	147	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	529													
53	49	145	145	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	530													
53	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	531													
54	50	148	148	0.0	0	0	Spanner	3/4	1	1	0												14		9		
54	50	148	148	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	532									14		9		
54	50	445/3	445/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	533									14		9		
54	50	446/3	446/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	534									14		9		
54	50	149	149	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	535											9		
54	50	150	150	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	536									15		9		
54	50	451/3	451/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	537									15		9		
54	50	452/3	452/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	538									15		9		
54	50	148	148	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	539											9		
54	50	150	150	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	540											9		
54	50	148	148	0.0	0	0	Spanner	3/4	2	1	0															8	8
54	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	541												8	8
54	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	542												8	8
54	50	150	150	0.0	1/2	1/2	Spanner	3/4	2	1	0																
54	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	543													
55	51	151	151	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	544									15		9		
55	51	454/3	454/3	0.0	1/12	1/12	Spanner	3/4	1	1	0												15				
55	51	454/3	454/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	545									15				
55	51	455/3	455/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	546									15				
55	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	547													
55	51	153	153	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	548									16				
55	51	615/4	615/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	549									16				
55	51	151	151	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	550													
55	51	151	151	0.0	0	0	Spanner	3/4	2	1	0															9	9
55	51	151	151	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	551												9	9
55	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	552												9	9
55	51	153	153	0.0	1/2	1/2	Spanner	3/4	2	1	0																
55	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	553													
56	52	154	154	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	554									16				
56	52	619/4	619/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	555									16				
56	52	155	155	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	556													
56	52	156	156	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	557									17				
56	52	627/4	627/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	558									17				
56	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	559													
56	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	560													
56	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	561													
57	53	157	157	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	562									17				
57	53	631/4	631/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	563									17				
57	53	158	158	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	564													
57	53	159	159	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	565									18				
57	53	478/3	478/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	566									18				
57	53	479/3	479/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	567									18				
57	53	159	159	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	568													
57	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	569													
57	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	570													
57	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	571													
58	54	160	160	0.0	0	0	Spanner	3/4	1	1	0												18	7			
58	54	160	160	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	572									18	7			
58	54	481/3	481/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	573									18	7			
58	54	482/3	482/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	574									18	7			
58	54	161	161	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	575									18	7			
58	54	484/3	484/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	576									18	7			
58	54	485/3	485/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	577									18	7			
58	54	162	162	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	578		articStaccatoAbove								7			
58	54	651/4	651/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0				p												
58	54	651/4	651/4	0.0	11/16	11/16	Spanner	3/4	1	1	0																
58	54	651/4	651/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	579													
58	54	160	160	0.0	0	0	Spanner	3/4	2	1	0															10	10
58	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	580												10	10
58	54	162	162	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	581		articStaccatoAbove										10	10
58	54	325/2	325/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																
59	55	163	163	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	582		ornamentShortTrill							19				
59	55	164	164	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	583													
59	55	165	165	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	584									20				
59	55	663/4	663/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	585									20				
59	55	163	163	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	586													
59	55	165	165	0.0	1/2	1/2	Dynamic	3/4	2	1	0				p												
59	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	587													
59	55	163	163	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	588									21				
59	55	164	164	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	589													
60	56	166	166	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	590									20				
60	56	667/4	667/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	591									20				
60	56	167	167	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	592													
60	56	168	168	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	593									22				
60	56	675/4	675/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	594									22				
60	56	166	166	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	595													
60	56	168	168	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	596													
61	57	169	169	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	597									22				
61	57	679/4	679/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	598													
61	57	170	170	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	599													
61	57	171	171	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	600									23				
61	57	514/3	514/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	601									23				
61	57	515/3	515/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	602									23				
61	57	171	171	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	603													
61	57	169	169	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	604													
61	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	605													
62	58	172	172	0.0	0	0	Spanner	3/4	1	1	0												23		10		
62	58	172	172	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	606									23		10		
62	58	517/3	517/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	607									23		10		
62	58	518/3	518/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	608									23		10		
62	58	173	173	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	609											10		
62	58	174	174	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	610									24		10		
62	58	523/3	523/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	611									24		10		
62	58	524/3	524/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	612									24		10		
62	58	172	172	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	613											10		
62	58	174	174	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	614											10		
62	58	172	172	0.0	0	0	Spanner	3/4	2	1	0															11	11
62	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	615												11	11
62	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	616												11	11
62	58	174	174	0.0	1/2	1/2	Spanner	3/4	2	1	0																
62	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	617													
63	59	175	175	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	618									24		10		
63	59	526/3	526/3	0.0	1/12	1/12	Spanner	3/4	1	1	0												24				
63	59	526/3	526/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	619									24				
63	59	527/3	527/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	620									24				
63	59	176	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	621													
63	59	177	177	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	622									25				
63	59	711/4	711/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	623									25				
63	59	175	175	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	624													
63	59	175	175	0.0	0	0	Spanner	3/4	2	1	0															12	12
63	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	625												12	12
63	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	626												12	12
63	59	177	177	0.0	1/2	1/2	Spanner	3/4	2	1	0																
63	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	627													
64	60	178	178	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	628									25				
64	60	715/4	715/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	629									25				
64	60	179	179	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	630													
64	60	180	180	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	631									26				
64	60	723/4	723/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	632									26				
64	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	633													
64	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	634													
64	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	635													
65	61	181	181	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	636									26				
65	61	727/4	727/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	637									26				
65	61	182	182	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	638													
65	61	183	183	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	639									27				
65	61	550/3	550/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	640									27				
65	61	551/3	551/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	641									27				
65	61	183	183	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	642													
65	61	181	181	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	643													
65	61	182	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	644													
65	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	645													
66	62	184	184	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	646									27				
66	62	553/3	553/3	0.0	1/12	1/12	Spanner	3/4	1	1	0												27	8			
66	62	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	647									27	8			
66	62	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	648									27	8			
66	62	185	185	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	649									27	8			
66	62	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	650									27	8			
66	62	557/3	557/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	651									27	8			
66	62	186	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	652		articStaccatoAbove								8			
66	62	373/2	373/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																
66	62	747/4	747/4	0.0	11/16	11/16	Dynamic	3/4	1	1	0				p												
66	62	747/4	747/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	653													
66	62	184	184	0.0	0	0	Spanner	3/4	2	1	0															13	13
66	62	184	184	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	654												13	13
66	62	186	186	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	655		articStaccatoAbove										13	13
66	62	373/2	373/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																
67	63	187	187	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	656		ornamentShortTrill							28				
67	63	188	188	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	657													
67	63	189	189	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	658		articAccentBelow											
67	63	759/4	759/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	659													
67	63	187	187	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	660													
67	63	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	661													
67	63	187	187	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	662									29				
67	63	188	188	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	663													
68	64	190	190	0.0	0	0	Spanner	3/4	1	1	0														11		
68	64	190	190	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	664		articAccentBelow									11		
68	64	763/4	763/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	665											11		
68	64	191	191	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	666		articAccentBelow									11		
68	64	767/4	767/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	667											11		
68	64	192	192	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	668		articAccentBelow									11		
68	64	771/4	771/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	669											11		
68	64	190	190	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	670													
68	64	191	191	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	671													
68	64	192	192	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	672													
69	65	193	193	0.0	0	0	Dynamic	3/4	1	1	0				f												
69	65	193	193	0.0	0	0	Spanner	3/4	1	1	0																
69	65	193	193	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	673		articAccentAbove							30				
69	65	775/4	775/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	674									30				
69	65	194	194	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	675		articStaccatoBelow											
69	65	195	195	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p												
69	65	195	195	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	676		articAccentAbove											
69	65	783/4	783/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	677													
69	65	193	193	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	678													
69	65	193	193	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	679													
69	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	680													
70	66	196	196	0.0	0	0	Spanner	3/4	1	1	0														12		
70	66	196	196	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	681		articAccentBelow									12		
70	66	787/4	787/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	682											12		
70	66	197	197	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	683		articAccentBelow									12		
70	66	791/4	791/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	684											12		
70	66	198	198	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	685		articAccentBelow									12		
70	66	795/4	795/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	686											12		
70	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	687													
70	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	688													
70	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	689													
71	67	199	199	0.0	0	0	Dynamic	3/4	1	1	0				f												
71	67	199	199	0.0	0	0	Spanner	3/4	1	1	0																
71	67	199	199	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	690		articAccentAbove							31				
71	67	799/4	799/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	691									31				
71	67	200	200	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	692		articStaccatoBelow											
71	67	201	201	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p												
71	67	201	201	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	693		articAccentBelow											
71	67	807/4	807/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	694													
71	67	199	199	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	695													
71	67	199	199	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	696													
71	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	697													
72	68	202	202	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	698		articAccentBelow											
72	68	811/4	811/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	699													
72	68	203	203	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	700		articAccentBelow											
72	68	815/4	815/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	701													
72	68	204	204	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	702		articAccentBelow											
72	68	819/4	819/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	703													
72	68	202	202	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	704													
72	68	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	705													
72	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	706													
73	69	205	205	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	707		articAccentAbove											
73	69	823/4	823/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	708													
73	69	206	206	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	709		articAccentAbove											
73	69	827/4	827/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	710													
73	69	207	207	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	711		articAccentAbove											
73	69	831/4	831/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	712													
73	69	205	205	0.0	0	0	StaffText	3/4	2	1	0						"<i><font size=""9""/><font face=""Times New Roman""/>molto cresc.  e stretto</i>"										
73	69	205	205	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	713													
73	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	714													
73	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	715													
74	70	208	208	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	716		articAccentAbove											
74	70	835/4	835/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	717													
74	70	209	209	0.0	1/4	1/4	Dynamic	3/4	1	1	0				f												
74	70	209	209	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	718		articAccentAbove											
74	70	839/4	839/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	719													
74	70	210	210	0.0	1/2	1/2	Dynamic	3/4	1	1	0				fz												
74	70	210	210	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	720		articStaccatoAbove											
74	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	721													
74	70	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	722													
74	70	210	210	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	723		articStaccatoAbove											
75	71	211	211	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""13""/><font face=""Times New Roman""/><b>Più lento</b>"										
75	71	213	213	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp												
75	71	213	213	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	724									32				
75	71	855/4	855/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	725									32				
75	71	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	726		articStaccatoAbove											
76	72	214	214	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	727									32				
76	72	859/4	859/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	728									32				
76	72	215	215	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	729													
76	72	216	216	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	730									33				
76	72	867/4	867/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	731									33				
76	72	214	214	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	732													
