mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
5	4	27/2	27/2	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	31				2				
5	4	27/2	27/2	0.75	0	0	Chord	4/4	1	2	3/16		1/8	3/2	32								
5	4	57/4	57/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	33								
5	4	29/2	29/2	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	34								
5	4	27/2	27/2	0.0	0	0	Spanner	4/4	2	1	0									0	0		
5	4	27/2	27/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	35					0	0		
5	4	31/2	31/2	0.0	1/2	1/2	Spanner	4/4	2	1	0									0	0	0	
5	4	31/2	31/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	36					0	0	0	
5	4	16	16	0.0	5/8	5/8	Spanner	4/4	2	1	0											0	
5	4	27/2	27/2	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	37				5			0	
5	4	31/2	31/2	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	38							0	
5	4	16	16	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	39				6			0	
5	4	33/2	33/2	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	40				6			0	
5	4	17	17	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	41				6			0	
6	5	35/2	35/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	42				7				
6	5	39/2	39/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	43				7				
6	5	20	20	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	44				7				
6	5	41/2	41/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	45				7				
6	5	21	21	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	46				7				
6	5	35/2	35/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	47								
6	5	37/2	37/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	48								
6	5	39/2	39/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	49								
6	5	41/2	41/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	50								
6	5	35/2	35/2	0.0	0	0	Dynamic	4/4	2	1	0					p							
6	5	35/2	35/2	0.0	0	0	Spanner	4/4	2	1	0												
6	5	35/2	35/2	4.0	0	0	Chord	4/4	2	1	1		1	1	51								
7	6	43/2	43/2	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	52				7				
7	6	89/4	89/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	53				7				
7	6	45/2	45/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	54								
7	6	24	24	0.0	5/8	5/8	Spanner	4/4	1	1	0												1
7	6	24	24	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	55				8				1
7	6	49/2	49/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	56				8				1
7	6	25	25	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	57				8				1
7	6	43/2	43/2	4.0	0	0	Chord	4/4	1	2	1		1	1	58								1
7	6	43/2	43/2	4.0	0	0	Chord	4/4	2	1	1		1	1	59								
8	7	51/2	51/2	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	60				8				1
8	7	105/4	105/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	61				8				1
8	7	53/2	53/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	62								1
8	7	28	28	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	63				9				1
8	7	57/2	57/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	64				9				1
8	7	29	29	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	65				9				1
8	7	51/2	51/2	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	66								1
8	7	57/2	57/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	67								1
8	7	51/2	51/2	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	68								
8	7	57/2	57/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	69								
9	8	59/2	59/2	0.0	0	0	Dynamic	4/4	1	1	0					f			9				
9	8	59/2	59/2	0.0	0	0	Spanner	4/4	1	1	0								9				
9	8	59/2	59/2	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	70				9				
9	8	121/4	121/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	71				9				
9	8	61/2	61/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	72								
9	8	32	32	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	73				10				
9	8	65/2	65/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	74				10				
9	8	33	33	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	75				10				
9	8	59/2	59/2	4.0	0	0	Chord	4/4	2	1	1		1	1	76								
10	9	67/2	67/2	0.0	0	0	Spanner	4/4	1	1	0								10			1	
10	9	67/2	67/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	77				10			1	
10	9	34	34	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	78				10			1	
10	9	69/2	69/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	79				10			1	
10	9	35	35	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	80				10			1	
10	9	71/2	71/2	0.0	1/2	1/2	Spanner	4/4	1	1	0								10				
10	9	71/2	71/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	81				10				
10	9	37	37	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	82				10				
10	9	67/2	67/2	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	83								
10	9	71/2	71/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	84								
10	9	73/2	73/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	85								
10	9	67/2	67/2	0.0	0	0	Spanner	4/4	2	1	0									1	1		
10	9	67/2	67/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	86					1	1		
10	9	71/2	71/2	0.0	1/2	1/2	Spanner	4/4	2	1	0												
10	9	71/2	71/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	87								
10	9	36	36	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	88								
10	9	73/2	73/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	89								
10	9	67/2	67/2	0.0	0	0	Chord	4/4	2	2	0	acciaccatura	1/8	1	90								
10	9	67/2	67/2	4.0	0	0	Chord	4/4	2	2	1		1	1	91								
11	10	75/2	75/2	0.0	0	0	Dynamic	4/4	1	1	0					p			10				
11	10	75/2	75/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	92				10				
11	10	77/2	77/2	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	93								
11	10	75/2	75/2	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	94								
11	10	75/2	75/2	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	95								
11	10	75/2	75/2	3.0	0	0	Chord	4/4	2	2	3/4		1/2	3/2	96								
12	11	83/2	83/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/><font face=""Times New Roman""/>Più mosso"					
12	11	83/2	83/2	0.0	0	0	Dynamic	4/4	1	1	0					pp							
12	11	83/2	83/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	97								
12	11	87/2	87/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	98								
12	11	83/2	83/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	99				11				
12	11	87/2	87/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	100				11				
12	11	44	44	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	101				11				
12	11	89/2	89/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	102				11				
12	11	45	45	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	103				11				
13	12	91/2	91/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	104				12				
13	12	95/2	95/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	105				12				
13	12	48	48	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	106				12				
13	12	97/2	97/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	107				12				
13	12	49	49	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	108								
13	12	91/2	91/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	109				11				
13	12	93/2	93/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	110				11				
13	12	95/2	95/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	111				11				
13	12	97/2	97/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	112								
14	13	99/2	99/2	4.0	0	0	Chord	4/4	1	1	1		1	1	113								
14	13	99/2	99/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	114				13				
14	13	101/2	101/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	115				13				
14	13	103/2	103/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	116				13				
14	13	105/2	105/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	117								
14	13	99/2	99/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	118				14				
14	13	103/2	103/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	119				14				
14	13	52	52	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	120				14				
14	13	105/2	105/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	121				14				
14	13	53	53	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	122				14				
15	14	107/2	107/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	123				15				
15	14	111/2	111/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	124				15				
15	14	56	56	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	125				15				
15	14	113/2	113/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	126				15				
15	14	57	57	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	127								
15	14	107/2	107/2	4.0	0	0	Chord	4/4	1	2	1		1	1	128								
15	14	107/2	107/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	129				14				
15	14	109/2	109/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	130				14				
15	14	111/2	111/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	131				14				
15	14	113/2	113/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	132								
16	15	115/2	115/2	0.0	0	0	Spanner	4/4	1	1	0											2	
16	15	115/2	115/2	4.0	0	0	Chord	4/4	1	1	1		1	1	133							2	
16	15	115/2	115/2	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	134				16			2	
16	15	117/2	117/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	135				16			2	
16	15	119/2	119/2	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	136				16			2	
16	15	121/2	121/2	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	137							2	
16	15	115/2	115/2	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	138				17				
16	15	119/2	119/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	139				17				
16	15	60	60	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	140				17				
16	15	121/2	121/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	141				17				
16	15	61	61	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	142								
17	16	123/2	123/2	0.0	0	0	Spanner	4/4	1	1	0												
17	16	125/2	125/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0					pp							
17	16	125/2	125/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	143				18				
17	16	127/2	127/2	0.0	1/2	1/2	StaffText	4/4	1	1	0							"<i><font face=""Times New Roman""/>stretto poco a poco</i>"	18				
17	16	127/2	127/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	144				18				
17	16	64	64	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	145				18				
17	16	129/2	129/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	146				18				
17	16	65	65	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	147								
17	16	125/2	125/2	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	148								
17	16	125/2	125/2	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	149				19				
18	17	66	66	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	150				20				
18	17	133/2	133/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	151				20				
18	17	68	68	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	152				21				
18	17	137/2	137/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	153				21				
18	17	131/2	131/2	0.0	0	0	Spanner	4/4	2	1	0									2	2		
18	17	131/2	131/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	154					2	2		
18	17	67	67	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	155					2	2		
18	17	135/2	135/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	156					2	2		
18	17	69	69	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	157					2	2		
19	18	141/2	141/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	158				22				
19	18	143/2	143/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	159				22				
19	18	72	72	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	160				22				
19	18	145/2	145/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	161				22				
19	18	73	73	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	162								
19	18	141/2	141/2	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	163								
19	18	139/2	139/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	164					2	2		
19	18	70	70	0.0	1/8	1/8	Spanner	4/4	2	1	0												
19	18	141/2	141/2	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	165				23				
20	19	74	74	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	166				24				
20	19	149/2	149/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	167				24				
20	19	76	76	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	168				25				
20	19	153/2	153/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	169				25				
20	19	147/2	147/2	0.0	0	0	Spanner	4/4	2	1	0									3	3		
20	19	147/2	147/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	170					3	3		
20	19	75	75	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	171					3	3		
20	19	151/2	151/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	172					3	3		
20	19	77	77	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	173					3	3		
21	20	157/2	157/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	174				26				
21	20	159/2	159/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	175				26				
21	20	80	80	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	176				26				
21	20	161/2	161/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	177				26				
21	20	81	81	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	178								
21	20	157/2	157/2	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	179								
21	20	155/2	155/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	180					3	3		
21	20	78	78	0.0	1/8	1/8	Spanner	4/4	2	1	0												
21	20	157/2	157/2	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	181				27				
22	21	82	82	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	182				28				
22	21	165/2	165/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	183				28				
22	21	84	84	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	184				29				
22	21	169/2	169/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	185				29				
22	21	163/2	163/2	0.0	0	0	Spanner	4/4	2	1	0									4	4		
22	21	163/2	163/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	186					4	4		
22	21	83	83	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	187					4	4		
22	21	167/2	167/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	188					4	4		
22	21	85	85	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	189					4	4		
23	22	173/2	173/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	190				30				
23	22	175/2	175/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	191				30				
23	22	88	88	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	192				30				
23	22	177/2	177/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	193				30				
23	22	89	89	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	194								
23	22	173/2	173/2	3.0	1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	195								
23	22	171/2	171/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	196					4	4		
23	22	86	86	0.0	1/8	1/8	Spanner	4/4	2	1	0												
23	22	173/2	173/2	3.0	1/4	1/4	Chord	4/4	2	1	3/4		1/2	3/2	197				31				
24	23	90	90	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	198				32				
24	23	181/2	181/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	199				32				
24	23	92	92	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	200				33				
24	23	185/2	185/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	201				33				
24	23	179/2	179/2	0.0	0	0	Spanner	4/4	2	1	0									5	5		
24	23	179/2	179/2	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	202					5	5		
24	23	91	91	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	203					5	5		
24	23	183/2	183/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	204					5	5		
24	23	93	93	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	205					5	5		
25	24	94	94	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	206				34				
25	24	189/2	189/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	207				34				
25	24	96	96	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	208				35				
25	24	193/2	193/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	209				35				
25	24	187/2	187/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	210					5	5		
25	24	95	95	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	211					5	5		
25	24	191/2	191/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	212					5	5		
25	24	97	97	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	213					5	5		
26	25	98	98	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	214				36				
26	25	197/2	197/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	215				36				
26	25	100	100	0.0	5/8	5/8	Spanner	4/4	1	1	0											3	
26	25	100	100	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	216				37			3	
26	25	201/2	201/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	217				37			3	
26	25	195/2	195/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	218					5	5		
26	25	99	99	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	219					5	5		
26	25	199/2	199/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	220					5	5		
26	25	101	101	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	221					5	5		
27	26	102	102	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	222				38			3	
27	26	205/2	205/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	223				38			3	
27	26	103	103	0.0	3/8	3/8	Spanner	4/4	1	1	0								38				
27	26	104	104	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	224				39				
27	26	209/2	209/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	225				39				
27	26	203/2	203/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	226					5	5		
27	26	103	103	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	227					5	5		
27	26	207/2	207/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	228					5	5		
27	26	105	105	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	229					5	5		
28	27	108	108	0.0	5/8	5/8	Dynamic	4/4	1	1	0					ppp							
28	27	108	108	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	230				40				
28	27	217/2	217/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	231				40				
28	27	211/2	211/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	232					5	5		
28	27	109	109	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	233					5	5		
29	28	112	112	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	234				41				
29	28	225/2	225/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	235				41				
29	28	219/2	219/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	236					5	5		
29	28	113	113	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	237					5	5		
30	29	227/2	227/2	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	238					5	5		
31	30	235/2	235/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/><font face=""Times New Roman""/><b>Tempo I.  ma recitando.</b>"					
31	30	237/2	237/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0					p							
31	30	237/2	237/2	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	239								
31	30	120	120	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	240								
31	30	241/2	241/2	0.0	3/4	3/4	Spanner	4/4	1	1	0												2
31	30	241/2	241/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	241								2
31	30	121	121	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	242								2
32	31	243/2	243/2	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	243								2
32	31	489/4	489/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	244								2
32	31	245/2	245/2	0.0	1/4	1/4	Spanner	4/4	1	1	0												
32	31	245/2	245/2	0.0	1/4	1/4	Spanner	4/4	1	1	0											4	
32	31	245/2	245/2	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	245				42			4	
