mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
139	139	277	277	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	973		articAccentAbove						
139	139	555/2	555/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	974								
139	139	1111/4	1111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	975								
139	139	276	276	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	976		articStaccatoAbove					2	2
139	139	553/2	553/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	977		articStaccatoAbove					2	2
139	139	277	277	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	978		articStaccatoBelow					2	2
139	139	555/2	555/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	979		articStaccatoBelow					2	2
140	140	278	278	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	980		articAccentAbove						
140	140	557/2	557/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	981								
140	140	1115/4	1115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	982								
140	140	279	279	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	983		articAccentAbove						
140	140	559/2	559/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	984								
140	140	1119/4	1119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	985								
140	140	278	278	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	986		articAccentStaccatoAbove					2	2
140	140	557/2	557/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	987		articStaccatoAbove					2	2
140	140	279	279	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	988		articStaccatoBelow					2	2
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	989		articStaccatoBelow					2	2
141	141	280	280	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	990		articAccentAbove						
141	141	561/2	561/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	991								
141	141	1123/4	1123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	992								
141	141	281	281	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	993		articAccentAbove						
141	141	563/2	563/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	994								
141	141	1127/4	1127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	995								
141	141	280	280	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	996		articStaccatoBelow					2	2
141	141	561/2	561/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	997		articStaccatoBelow					2	2
141	141	281	281	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	998		articStaccatoBelow					2	2
141	141	563/2	563/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	999		articStaccatoBelow					2	2
142	142	565/2	565/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1000								
142	142	1131/4	1131/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1001								
142	142	283	283	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1002		articStaccatoBelow						
142	142	567/2	567/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1003		articStaccatoBelow						
142	142	282	282	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1004		articAccentStaccatoBelow					2	2
142	142	565/2	565/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1005							2	2
142	142	1131/4	1131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1006							2	2
142	142	283	283	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1007		articStaccatoBelow					2	2
142	142	567/2	567/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1008		articStaccatoBelow					2	2
143	143	284	284	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1009		articAccentStaccatoAbove						
143	143	569/2	569/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1010								
143	143	1139/4	1139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1011								
143	143	285	285	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1012		articStaccatoBelow						
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1013		articStaccatoBelow						
143	143	284	284	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1014		articAccentStaccatoBelow					2	2
143	143	569/2	569/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1015							2	2
143	143	1139/4	1139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1016							2	2
143	143	285	285	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1017		articStaccatoBelow					2	2
143	143	571/2	571/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1018		articStaccatoBelow					2	2
144	144	286	286	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1019		articAccentStaccatoAbove						
144	144	573/2	573/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1020								
144	144	1147/4	1147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1021								
144	144	287	287	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1022		articStaccatoBelow						
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1023		articStaccatoBelow						
144	144	286	286	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1024		articAccentStaccatoBelow					2	2
144	144	573/2	573/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1025							2	2
144	144	1147/4	1147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1026							2	2
144	144	287	287	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1027		articStaccatoBelow					2	2
144	144	575/2	575/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1028		articStaccatoBelow					2	2
145	145	288	288	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1029		articAccentStaccatoAbove						
145	145	577/2	577/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1030		articStaccatoAbove						
145	145	289	289	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1031		articAccentStaccatoAbove						
145	145	579/2	579/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1032		articStaccatoAbove						
145	145	288	288	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1033		articAccentStaccatoBelow					2	2
145	145	577/2	577/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1034		articStaccatoBelow					2	2
145	145	289	289	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1035		articAccentStaccatoBelow					2	2
145	145	579/2	579/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1036		articStaccatoBelow					2	2
146	146	290	290	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""12""/><font face=""Times New Roman""/><i>stretto</i>"					
146	146	290	290	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1037		articAccentStaccatoBelow						
146	146	581/2	581/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1038		articStaccatoBelow						
146	146	291	291	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1039		articAccentStaccatoBelow						
146	146	583/2	583/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1040		articStaccatoBelow						
146	146	290	290	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1041		articAccentStaccatoAbove					2	2
146	146	581/2	581/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1042		articStaccatoAbove					2	2
146	146	291	291	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1043		articAccentStaccatoAbove					2	2
146	146	583/2	583/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1044		articStaccatoAbove					2	2
147	147	292	292	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1045		articAccentStaccatoAbove						
147	147	585/2	585/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1046		articStaccatoAbove						
147	147	293	293	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1047		articAccentStaccatoAbove						
147	147	587/2	587/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1048		articStaccatoAbove						
147	147	292	292	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1049		articStaccatoBelow					2	2
147	147	585/2	585/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1050		articStaccatoBelow					2	2
147	147	293	293	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1051		articAccentStaccatoBelow					2	2
147	147	587/2	587/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1052		articStaccatoBelow					2	2
148	148	294	294	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1053		articAccentStaccatoAbove		66				
148	148	589/2	589/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1054		articStaccatoAbove						
148	148	295	295	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1055		articAccentStaccatoAbove						
148	148	294	294	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1056		articAccentStaccatoAbove					2	2
148	148	589/2	589/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1057		articStaccatoAbove					2	2
148	148	295	295	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1058		articAccentStaccatoAbove					2	2
148	148	591/2	591/2	0.0	3/8	3/8	Spanner	2/4	2	1	0												
149	149	593/2	593/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					other-dynamics							
149	149	593/2	593/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1059		articStaccatoAbove						
149	149	593/2	593/2	0.0	1/8	1/8	Spanner	2/4	2	1	0											3	3
149	149	593/2	593/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1060							3	3
149	149	297	297	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1061							3	3
149	149	595/2	595/2	0.0	3/8	3/8	Spanner	2/4	2	1	0												
150	150	597/2	597/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					other-dynamics							
150	150	597/2	597/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1062		articStaccatoAbove						
150	150	597/2	597/2	0.0	1/8	1/8	Spanner	2/4	2	1	0											4	4
150	150	597/2	597/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1063							4	4
150	150	299	299	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1064							4	4
150	150	599/2	599/2	0.0	3/8	3/8	Spanner	2/4	2	1	0												
