mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line
129	129	386	386	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1045										
129	129	773/2	773/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1046										
130	130	387	387	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1047		articAccentBelow								
130	130	777/2	777/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1048		articAccentBelow								
130	130	387	387	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1049										
130	130	775/2	775/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1050										
130	130	388	388	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1051		articAccentAbove								
130	130	777/2	777/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1052										
130	130	389	389	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1053										
130	130	779/2	779/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1054										
131	131	390	390	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1055		articAccentBelow								
131	131	783/2	783/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1056		articAccentBelow								
131	131	390	390	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1057		articStaccatoAbove								
131	131	391	391	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1058		articAccentAbove								
131	131	783/2	783/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1059										
131	131	392	392	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1060										
131	131	785/2	785/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1061										
132	132	393	393	0.0	0	0	Dynamic	6/8	1	1	0					f									
132	132	393	393	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1062		articAccentBelow								
132	132	789/2	789/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1063		articAccentBelow								
132	132	393	393	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1064										
132	132	787/2	787/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1065										
132	132	394	394	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1066										
132	132	789/2	789/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1067		articAccentBelow								
132	132	395	395	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1068										
132	132	791/2	791/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1069										
133	133	396	396	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1070		articAccentBelow								
133	133	795/2	795/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1071		articAccentBelow								
133	133	396	396	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1072										
133	133	793/2	793/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1073										
133	133	397	397	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1074		articAccentBelow								
133	133	795/2	795/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1075										
133	133	398	398	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1076										
133	133	797/2	797/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1077										
134	134	399	399	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1078		articAccentBelow								
134	134	801/2	801/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1079		articAccentBelow								
134	134	399	399	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1080										
134	134	799/2	799/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1081										
134	134	400	400	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1082		articAccentBelow								
134	134	801/2	801/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1083										
134	134	401	401	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1084										
134	134	803/2	803/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1085										
135	135	402	402	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1086		articAccentBelow								
135	135	807/2	807/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1087		articAccentBelow								
135	135	404	404	0.0	1/2	1/2	Dynamic	6/8	1	1	0					ff									
135	135	404	404	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1088		articStaccatoAbove								
135	135	809/2	809/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1089		articStaccatoAbove								
135	135	402	402	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1090		articStaccatoBelow								
135	135	403	403	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1091										
135	135	807/2	807/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1092										
135	135	404	404	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1093		articStaccatoBelow								
135	135	809/2	809/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1094		articStaccatoBelow								
136	136	405	405	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1095		articStaccatoAbove								
136	136	811/2	811/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1096		articStaccatoAbove								
136	136	406	406	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1097		articAccentAbove								
136	136	813/2	813/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1098										
136	136	407	407	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1099		articStaccatoAbove								
136	136	815/2	815/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1100		articStaccatoAbove								
136	136	405	405	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1101		articAccentStaccatoBelow								
136	136	813/2	813/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1102		articAccentStaccatoBelow								
137	137	408	408	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1103		articStaccatoAbove								
137	137	409	409	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1104		articAccentAbove								
137	137	819/2	819/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1105										
137	137	410	410	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1106		articStaccatoAbove								
137	137	821/2	821/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1107		articStaccatoAbove								
137	137	408	408	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1108		articAccentStaccatoBelow								
137	137	819/2	819/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1109		articAccentStaccatoBelow								
138	138	411	411	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1110		articStaccatoAbove								
138	138	823/2	823/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1111		articStaccatoAbove								
138	138	412	412	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1112		articAccentAbove								
138	138	825/2	825/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1113										
138	138	413	413	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1114		articStaccatoAbove								
138	138	827/2	827/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1115		articStaccatoAbove								
138	138	411	411	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1116		articAccentStaccatoBelow								
138	138	825/2	825/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1117		articAccentStaccatoBelow								
139	139	414	414	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1118		articStaccatoAbove								
139	139	415	415	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1119		articAccentAbove								
139	139	831/2	831/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1120										
139	139	416	416	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1121		articStaccatoAbove								
139	139	833/2	833/2	0.0	5/8	5/8	Dynamic	6/8	1	1	0					fff									
139	139	833/2	833/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1122		articStaccatoAbove								
139	139	414	414	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1123		articAccentStaccatoBelow								
139	139	831/2	831/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1124		articAccentStaccatoBelow								
140	140	417	417	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1125		articStaccatoAbove								
140	140	835/2	835/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1126		articStaccatoAbove								
140	140	418	418	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1127										
140	140	837/2	837/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1128										
140	140	419	419	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1129		articStaccatoAbove								
140	140	839/2	839/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1130		articStaccatoAbove								
140	140	417	417	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1131		articAccentStaccatoBelow								
140	140	837/2	837/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1132		articAccentStaccatoBelow								
141	141	420	420	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1133		articStaccatoAbove								
141	141	421	421	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1134										
141	141	843/2	843/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1135										
141	141	422	422	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1136		articStaccatoAbove								
141	141	845/2	845/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1137		articStaccatoAbove								
141	141	420	420	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1138		articAccentStaccatoBelow								
141	141	843/2	843/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1139		articAccentStaccatoBelow								
142	142	423	423	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1140		articStaccatoAbove								
142	142	847/2	847/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1141		articStaccatoAbove								
142	142	424	424	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1142		articAccentAbove								
142	142	849/2	849/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1143										
142	142	425	425	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1144		articStaccatoAbove								
142	142	851/2	851/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1145		articStaccatoAbove								
142	142	423	423	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1146		articAccentStaccatoBelow								
142	142	849/2	849/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1147		articAccentStaccatoBelow								
143	143	426	426	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1148		articStaccatoAbove								
143	143	427	427	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1149		articAccentAbove								
143	143	855/2	855/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1150										
143	143	428	428	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1151		articStaccatoAbove								
143	143	857/2	857/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1152		articStaccatoAbove								
143	143	426	426	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1153		articAccentStaccatoBelow								
143	143	855/2	855/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1154		articAccentStaccatoBelow								
144	144	429	429	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>dim.</i>"							
144	144	429	429	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1155		articAccentStaccatoBelow								
144	144	861/2	861/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1156		articAccentStaccatoBelow								
145	145	433	433	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1157		articAccentAbove								
145	145	867/2	867/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1158										
145	145	434	434	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1159		articStaccatoAbove								
145	145	869/2	869/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1160		articStaccatoAbove								
145	145	432	432	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1161		articAccentStaccatoBelow								
145	145	867/2	867/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1162		articAccentStaccatoBelow								
146	146	435	435	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1163		articAccentStaccatoBelow								
146	146	873/2	873/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1164		articAccentStaccatoBelow								
147	147	440	440	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1165				57						
147	147	881/2	881/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1166				57						
147	147	438	438	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>tranquillo</i>"							
147	147	438	438	0.0	0	0	Dynamic	6/8	2	1	0					p									
147	147	438	438	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1167										
147	147	879/2	879/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1168										
147	147	438	438	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1169										
148	148	441	441	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1170				57						
148	148	883/2	883/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1171				57						
148	148	442	442	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1172		articAccentAbove		57						
148	148	885/2	885/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								57					1	
148	148	885/2	885/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1173				57					1	
148	148	443	443	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	1174				57					1	
148	148	443	443	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	1175				57					1	
148	148	443	443	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1176				57					1	
148	148	887/2	887/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1177				57					1	
148	148	441	441	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1178									1	
148	148	885/2	885/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1179									1	
148	148	441	441	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1180										
148	148	885/2	885/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1181										
148	148	441	441	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1182										
149	149	444	444	0.0	0	0	Spanner	6/8	1	1	0														
149	149	444	444	0.0	0	0	Spanner	6/8	1	1	0												6		
149	149	444	444	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1183		articStaccatoBelow						6		
149	149	445	445	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1184		articAccentBelow						6		
149	149	891/2	891/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														
149	149	891/2	891/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1185				58						
149	149	446	446	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1186				58						
149	149	893/2	893/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1187				58						
149	149	444	444	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1188										
149	149	891/2	891/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1189										
149	149	444	444	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1190										
150	150	447	447	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1191				58						
150	150	895/2	895/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1192				58						
150	150	448	448	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1193		articAccentAbove		58						
150	150	897/2	897/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1194				58						
150	150	449	449	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	1195				58						
150	150	449	449	0.0	1/2	1/2	Chord	6/8	1	1	0	grace16	1/16	1	1196				58						
150	150	449	449	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1197				58						
150	150	899/2	899/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1198				58						
150	150	447	447	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1199										
150	150	897/2	897/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1200										
150	150	447	447	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1201										
150	150	897/2	897/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1202										
150	150	447	447	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1203										
151	151	450	450	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1204		articStaccatoBelow								
151	151	451	451	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1205		articAccentBelow		59						
151	151	903/2	903/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1206				59						
151	151	452	452	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1207				59						
151	151	905/2	905/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1208				59						
151	151	450	450	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1209										
151	151	903/2	903/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1210				60						
152	152	453	453	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1211		articStaccatoBelow								
152	152	454	454	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1212		articAccentBelow		61						
152	152	909/2	909/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1213				61						
152	152	455	455	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1214				61						
152	152	911/2	911/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1215				61						
152	152	453	453	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1216				60						
152	152	909/2	909/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1217				60						
153	153	456	456	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1218		articStaccatoBelow								
153	153	457	457	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1219				62						
153	153	915/2	915/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1220				62						
153	153	458	458	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1221				62						
153	153	917/2	917/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1222				62						
153	153	915/2	915/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1223				63						
153	153	456	456	0.0	0	0	StaffText	6/8	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim  e poco  rit.</i>"							
153	153	456	456	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1224										
153	153	915/2	915/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1225				64						
153	153	915/2	915/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	1226										
154	154	459	459	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1227		articStaccatoAbove								
154	154	460	460	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1228		articAccentAbove		65						
154	154	921/2	921/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1229				65						
154	154	461	461	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1230				65						
154	154	923/2	923/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1231				65						
154	154	459	459	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1232				63						
154	154	921/2	921/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1233				63						
154	154	459	459	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1234				64						
154	154	921/2	921/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1235				64						
154	154	459	459	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1236										
155	155	462	462	0.0	0	0	Dynamic	6/8	1	1	0					pp									
155	155	462	462	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1237		articStaccatoBelow								
155	155	463	463	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1238		articAccentBelow								
155	155	927/2	927/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1239										
155	155	462	462	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1240										
155	155	927/2	927/2	0.0	3/8	3/8	Spanner	6/8	2	1	0									12	12				
155	155	927/2	927/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1241					12	12				
156	156	465	465	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1242		articStaccatoBelow								
156	156	466	466	0.0	1/4	1/4	Spanner	6/8	1	1	0												7		
156	156	466	466	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1243		articAccentBelow						7		
156	156	933/2	933/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1244								7		
156	156	465	465	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1245					12	12				
156	156	933/2	933/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1246					12	12				
157	157	468	468	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1247		articStaccatoAbove						7		
157	157	469	469	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1248		articAccentAbove						7		
157	157	939/2	939/2	0.0	3/8	3/8	Spanner	6/8	1	1	0														
157	157	939/2	939/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1249										
157	157	468	468	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1250					12	12				
157	157	939/2	939/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1251					12	12				
158	158	471	471	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1252										
158	158	471	471	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1253					12	12				
159	159	474	474	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1254										
159	159	474	474	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1255					12	12				
159	159	477	477	0.0	3/4	3/4	Spanner	6/8	2	1	0														
