mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	253								
43	43	84	84	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	254								
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	255				33				
44	44	87	87	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	256				33				
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	257								
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	258								
44	44	87	87	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	259								
44	44	86	86	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	260		articAccentAbove		34				
44	44	87	87	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	261								
44	44	86	86	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	262								
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	263				35				
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	264				35				
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	265								
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	266								
45	45	89	89	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	267								
45	45	88	88	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	268								
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	269								
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	270								
45	45	88	88	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	271								
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	272				36				
46	46	91	91	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	273				36				
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	274								
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	275								
46	46	91	91	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	276								
46	46	90	90	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	277		articAccentAbove		37				
46	46	91	91	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	278								
46	46	90	90	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	279								
47	47	92	92	0.0	0	0	Dynamic	2/4	1	1	0					f							
47	47	92	92	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>agitato</i>"					
47	47	92	92	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	280								
47	47	92	92	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	281								
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	282								
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	283								
47	47	92	92	0.0	0	0	Spanner	2/4	2	1	0									2	2		
47	47	92	92	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	284					2	2		
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	285					2	2		
47	47	93	93	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	286					2	2		
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	287					2	2		
48	48	94	94	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	288								
48	48	94	94	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	289		articAccentBelow		38				
48	48	95	95	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	290								
48	48	94	94	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	291					2	2		
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	292					2	2		
48	48	95	95	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	293					2	2		
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	294					2	2		
49	49	96	96	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	295								
49	49	96	96	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	296								
49	49	97	97	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	297								
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	298								
49	49	96	96	0.0	0	0	Spanner	2/4	2	1	0												
49	49	96	96	0.0	0	0	Spanner	2/4	2	1	0									3	3		
49	49	96	96	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	299					3	3		
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	300					3	3		
49	49	97	97	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301					3	3		
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	302					3	3		
50	50	98	98	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	303								
50	50	98	98	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	304		articAccentBelow		39				
50	50	99	99	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	305								
50	50	98	98	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	306					3	3		
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	307					3	3		
50	50	99	99	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	308					3	3		
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	309					3	3		
51	51	101	101	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim   e rall.</i>"					
51	51	101	101	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	310								
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	311								
51	51	100	100	0.0	0	0	Spanner	2/4	2	1	0									4	4		
51	51	100	100	0.0	0	0	Spanner	2/4	2	1	0									4	4		
51	51	100	100	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	312					4	4		
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	313					4	4		
51	51	101	101	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	314					4	4		
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	315					4	4		
52	52	102	102	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	316								
52	52	102	102	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	317				40				
52	52	103	103	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	318								
52	52	102	102	0.0	0	0	Spanner	2/4	2	1	0												
52	52	102	102	0.0	0	0	Spanner	2/4	2	1	0									5	5		
52	52	102	102	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	319					5	5		
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	320					5	5		
52	52	103	103	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	321					5	5		
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	322					5	5		
53	53	105	105	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	323								
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	324								
53	53	104	104	0.0	0	0	Spanner	2/4	2	1	0												
53	53	104	104	0.0	0	0	Spanner	2/4	2	1	0									6	6		
53	53	104	104	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	325					6	6		
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	326					6	6		
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	327					6	6		
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	328					6	6		
54	54	106	106	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	329				41				
54	54	107	107	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	330								
54	54	106	106	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	331								
54	54	106	106	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	332					6	6		
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	333					6	6		
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	334					6	6		
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	335					6	6		
55	55	108	108	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"					
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	336				42				
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	337				42				
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	338								
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	339								
55	55	109	109	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	340								
55	55	108	108	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>la melodia ben ten.</i>"					
55	55	108	108	0.0	0	0	Dynamic	2/4	2	1	0					p							
55	55	108	108	0.0	0	0	Spanner	2/4	2	1	0												
55	55	108	108	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	341								
55	55	108	108	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	342								
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	343				43				
56	56	111	111	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	344				43				
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	345								
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	346								
56	56	111	111	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	347								
56	56	110	110	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	348								
56	56	110	110	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	349								
57	57	225/2	225/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc. molto</i>"					
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	350				44				
57	57	113	113	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	351				44				
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	352								
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	353								
57	57	113	113	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	354								
57	57	112	112	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	355								
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	356								
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	357								
57	57	112	112	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	358								
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	359				45				
58	58	115	115	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	360				45				
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	361								
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	362								
58	58	115	115	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	363								
58	58	114	114	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	364				46				
58	58	115	115	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	365								
58	58	114	114	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	366								
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	367				47				
59	59	117	117	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	368				47				
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	369								
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	370								
59	59	117	117	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	371								
59	59	116	116	0.0	0	0	Dynamic	2/4	2	1	0					f							
59	59	116	116	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	372								
59	59	116	116	0.0	0	0	Chord	2/4	2	2	0	acciaccatura	1/8	1	373								
59	59	116	116	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	374								
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	375				48				
60	60	119	119	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	376				48				
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	377								
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	378								
60	60	119	119	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	379								
60	60	118	118	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	380								
60	60	118	118	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	381								
61	61	241/2	241/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>dim. molto</i>"					
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	382				49				
61	61	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	383				49				
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	384								
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	385								
61	61	121	121	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	386								
61	61	120	120	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	387								
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	388								
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	389								
61	61	120	120	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	390								
62	62	122	122	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>poco rit.</i>"					
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	391				50				
62	62	123	123	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	392				50				
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	393								
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	394								
62	62	123	123	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	395								
62	62	122	122	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	396				51				
62	62	123	123	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	397								
62	62	122	122	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	398								
63	63	124	124	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>a tempo, ma agitato</i>"					
63	63	125	125	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	399				52				
63	63	124	124	0.0	0	0	Dynamic	2/4	2	1	0					p							
63	63	124	124	0.0	0	0	Spanner	2/4	2	1	0									7	7		
63	63	124	124	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	400					7	7		
63	63	249/2	249/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	401					7	7		
63	63	125	125	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	402					7	7		
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	403					7	7		
64	64	126	126	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	404								
64	64	126	126	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	405					7	7		
64	64	253/2	253/2	0.0	1/8	1/8	Spanner	2/4	2	1	0												
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	406								
64	64	127	127	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	407								
64	64	255/2	255/2	0.0	3/8	3/8	Spanner	2/4	2	1	0									8	8		
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	408					8	8		
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	409								
65	65	129	129	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	410								
65	65	519/4	519/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	411								
65	65	128	128	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	412					8	8		
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	413					8	8		
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	414					8	8		
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	415					8	8		
66	66	130	130	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	416				53				
66	66	131	131	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	417								
66	66	130	130	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	418								
66	66	130	130	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	419					8	8		
66	66	261/2	261/2	0.0	1/8	1/8	Spanner	2/4	2	1	0												
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	420								
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	421								
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	422								
67	67	133	133	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	423				54				
67	67	132	132	0.0	0	0	Spanner	2/4	2	1	0									9	9		
67	67	132	132	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	424					9	9		
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	425					9	9		
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	426					9	9		
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	427					9	9		
68	68	134	134	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	428								
68	68	134	134	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	429					9	9		
68	68	269/2	269/2	0.0	1/8	1/8	Spanner	2/4	2	1	0												
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	430								
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	431								
68	68	271/2	271/2	0.0	3/8	3/8	Spanner	2/4	2	1	0									10	10		
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	432					10	10		
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	433								
69	69	137	137	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	434								
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	435								
69	69	136	136	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	436					10	10		
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	437					10	10		
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	438					10	10		
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	439					10	10		
70	70	138	138	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	440				55				
70	70	139	139	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	441								
70	70	138	138	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	442								
70	70	138	138	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	443					10	10		
70	70	277/2	277/2	0.0	1/8	1/8	Spanner	2/4	2	1	0												
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	444								
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	445								
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	446								
71	71	140	140	0.0	0	0	Dynamic	2/4	1	1	0					pp							
71	71	140	140	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	447								
71	71	141	141	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	448								
71	71	140	140	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	449								
71	71	140	140	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	450								
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	451								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	452								
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	453								
72	72	142	142	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>cresc. e string.</i>"					
72	72	142	142	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	454								
72	72	143	143	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	455								
72	72	142	142	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	456								
72	72	142	142	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	457								
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	458								
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	459								
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	460								
73	73	144	144	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	461								
73	73	145	145	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	462								
73	73	144	144	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	463								
73	73	144	144	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	464								
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	465								
73	73	145	145	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	466								
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	467								
74	74	146	146	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	468								
74	74	147	147	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	469								
74	74	146	146	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	470								
74	74	146	146	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	471								
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	472								
74	74	147	147	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	473								
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	474								
75	75	148	148	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>più cresc.  e molto appassionato</i>"					
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	475								
75	75	149	149	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	476								
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	477								
75	75	297/2	297/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	478								
75	75	148	148	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	479								
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	480								
75	75	149	149	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	481								
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	482								
76	76	150	150	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	483								
76	76	150	150	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	484		articAccentBelow		56				
76	76	151	151	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	485								
76	76	150	150	0.0	0	0	StaffText	2/4	2	1	0							Pedal sempre					
76	76	150	150	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	486								
76	76	301/2	301/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	487								
76	76	151	151	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	488								
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	489								
77	77	305/2	305/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	490								
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	491								
77	77	153	153	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	492								
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	493								
77	77	152	152	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	494								
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	495								
77	77	153	153	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	496								
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	497								
78	78	154	154	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	498								
78	78	154	154	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	499		articAccentBelow		57				
78	78	155	155	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	500								
78	78	154	154	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	501								
78	78	309/2	309/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	502								
78	78	155	155	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	503								
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	504								
79	79	313/2	313/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	505								
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	506								
79	79	157	157	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	507								
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	508								
79	79	156	156	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	509								
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	510								
79	79	157	157	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	511								
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	512								
80	80	158	158	0.0	0	0	Dynamic	2/4	1	1	0					ff							
80	80	158	158	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	513								
