mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	804											
55	55	216	216	0.0	0	0	Spanner	4/4	2	1	0															
55	55	216	216	0.0	0	0	Spanner	4/4	2	1	0												44	44		
55	55	216	216	0.2	0	0	Chord	4/4	2	1	1/20		1/16	4/5	805								44	44		
55	55	1081/5	1081/5	0.2	1/20	1/20	Chord	4/4	2	1	1/20		1/16	4/5	806								44	44		
55	55	1082/5	1082/5	0.2	1/10	1/10	Chord	4/4	2	1	1/20		1/16	4/5	807								44	44		
55	55	1083/5	1083/5	0.2	3/20	3/20	Chord	4/4	2	1	1/20		1/16	4/5	808								44	44		
55	55	1084/5	1084/5	0.2	1/5	1/5	Chord	4/4	2	1	1/20		1/16	4/5	809								44	44		
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	810								44	44		
55	55	435/2	435/2	0.0	3/8	3/8	Spanner	4/4	2	1	0															
55	55	218	218	0.0	1/2	1/2	Spanner	4/4	2	1	0												45	45		
55	55	218	218	0.2	1/2	1/2	Chord	4/4	2	1	1/20		1/16	4/5	811								45	45		
55	55	1091/5	1091/5	0.2	11/20	11/20	Chord	4/4	2	1	1/20		1/16	4/5	812								45	45		
55	55	1092/5	1092/5	0.2	3/5	3/5	Chord	4/4	2	1	1/20		1/16	4/5	813								45	45		
55	55	1093/5	1093/5	0.2	13/20	13/20	Chord	4/4	2	1	1/20		1/16	4/5	814								45	45		
55	55	1094/5	1094/5	0.2	7/10	7/10	Chord	4/4	2	1	1/20		1/16	4/5	815								45	45		
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	816								45	45		
55	55	439/2	439/2	0.0	7/8	7/8	Spanner	4/4	2	1	0															
56	56	220	220	0.0	0	0	Dynamic	4/4	1	1	0					fz										
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	817		articAccentStaccatoAbove									
56	56	221	221	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	818											
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	819											
56	56	222	222	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	820											
56	56	220	220	0.0	0	0	Spanner	4/4	2	1	0												46	46		
56	56	220	220	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	821								46	46		
56	56	441/2	441/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	822								46	46		
56	56	443/2	443/2	1.0	3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	823								46	46		
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	824								46	46		
57	57	224	224	0.0	0	0	Tempo	2/4	1	1	0								Pocotranquillo	82.0	1.0					
57	57	224	224	0.0	0	0	Dynamic	2/4	2	1	0					p										
57	57	224	224	0.0	0	0	Spanner	2/4	2	1	0															
57	57	224	224	0.0	0	0	Spanner	2/4	2	1	0												47	47		
57	57	224	224	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	825								47	47		
58	58	226	226	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	826								47	47		
59	59	228	228	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	827											
59	59	457/2	457/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	828											
59	59	459/2	459/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	829											
59	59	228	228	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	830											
59	59	228	228	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	831								47	47		
60	60	230	230	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	832											
60	60	230	230	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	833											
60	60	230	230	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>cantando</i>"					47	47		
60	60	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	834								47	47		
60	60	461/2	461/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															
60	60	461/2	461/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	835											
60	60	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	836											
60	60	230	230	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	837											
61	61	232	232	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	838											
61	61	465/2	465/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	839											
61	61	467/2	467/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	840											
61	61	232	232	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	841											
61	61	232	232	0.0	0	0	Spanner	2/4	2	1	0												48	48		
61	61	232	232	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	842								48	48		
61	61	232	232	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	843								48	48		
62	62	234	234	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	844											
62	62	234	234	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	845											
62	62	234	234	0.0	0	0	Spanner	2/4	2	1	0															
62	62	234	234	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	846											
62	62	469/2	469/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	847											
62	62	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	848											
62	62	234	234	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	849											
63	63	236	236	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	850											
63	63	473/2	473/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	851											
63	63	475/2	475/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	852											
63	63	236	236	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	853											
63	63	236	236	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	854											
63	63	236	236	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	855											
64	64	238	238	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	856		articAccentAbove									
64	64	238	238	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	857											
64	64	238	238	0.0	0	0	Spanner	2/4	2	1	0												49	49		
64	64	238	238	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	858								49	49		
64	64	477/2	477/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	859								49	49		
64	64	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	860								49	49		
64	64	238	238	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	861		articAccentBelow						49	49		
65	65	240	240	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	862											
65	65	481/2	481/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	863											
65	65	483/2	483/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	864											
65	65	240	240	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	865											
65	65	240	240	0.0	0	0	Spanner	2/4	2	1	0															
65	65	240	240	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	866											
66	66	242	242	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	867											
66	66	242	242	0.0	0	0	Spanner	2/4	2	1	0															1
66	66	242	242	0.0	0	0	Spanner	2/4	2	1	0												50	50		1
66	66	242	242	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	868								50	50		1
66	66	485/2	485/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	869								50	50		1
66	66	487/2	487/2	0.0	3/8	3/8	Spanner	2/4	2	1	0												50	50		
66	66	487/2	487/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	870								50	50		
67	67	244	244	0.0	0	0	Dynamic	2/4	1	1	0					f										
67	67	244	244	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	871											
67	67	489/2	489/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	872											
67	67	491/2	491/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	873											
67	67	244	244	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	874											
67	67	244	244	0.0	0	0	Spanner	2/4	2	1	0															
67	67	244	244	0.0	0	0	Spanner	2/4	2	1	0												51	51		
67	67	244	244	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	875								51	51		
68	68	246	246	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	876											
68	68	246	246	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	877											
68	68	246	246	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	878								51	51		
68	68	493/2	493/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															
68	68	246	246	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	879											
68	68	493/2	493/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	880											
68	68	495/2	495/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	881											
69	69	248	248	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	882											
69	69	497/2	497/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	883											
69	69	499/2	499/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	884											
69	69	248	248	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	885											
69	69	248	248	0.0	0	0	Spanner	2/4	2	1	0												52	52		
69	69	248	248	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	886								52	52		
70	70	250	250	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	887											
70	70	250	250	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	888											
70	70	250	250	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	889								52	52		
70	70	501/2	501/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															
70	70	250	250	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	890											
70	70	501/2	501/2	1.0	1/8	1/8	Chord	2/4	2	2	1/4		1/4	1	891											
70	70	503/2	503/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	892											
71	71	252	252	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	893											
71	71	505/2	505/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	894											
71	71	507/2	507/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	895											
71	71	252	252	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	896											
71	71	252	252	0.0	0	0	Spanner	2/4	2	1	0												53	53		
71	71	252	252	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	897								53	53		
71	71	507/2	507/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	898								53	53		
72	72	254	254	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	899		articAccentAbove									
72	72	255	255	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	900											
72	72	1021/4	1021/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	901											
72	72	511/2	511/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	902											
72	72	767/3	767/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	903											
72	72	1535/6	1535/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	904											
72	72	254	254	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	905											
72	72	254	254	0.0	0	0	Spanner	2/4	2	1	0															
72	72	254	254	0.0	0	0	Spanner	2/4	2	1	0												54	54		
72	72	254	254	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	906		articAccentAbove						54	54		
72	72	509/2	509/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	907								54	54		
72	72	511/2	511/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	908								54	54		
72	72	254	254	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	909								54	54		
73	73	256	256	0.0	0	0	Tempo	2/4	1	1	0								82	82.0	0.0					
73	73	256	256	0.0	0	0	Spanner	2/4	1	1	0														0	
73	73	256	256	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	910										0	
73	73	513/2	513/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	911										0	
73	73	515/2	515/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	912										0	
73	73	256	256	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	913										0	
73	73	256	256	0.0	0	0	Spanner	2/4	2	1	0															
73	73	256	256	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	914											
74	74	258	258	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	915										0	
74	74	517/2	517/2	0.0	1/8	1/8	Spanner	2/4	1	1	0															
74	74	258	258	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	916							34				
74	74	517/2	517/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	917											
74	74	258	258	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	918											
75	75	260	260	0.0	0	0	Dynamic	2/4	1	1	0					pp										
75	75	260	260	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics										
75	75	260	260	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	919											
75	75	521/2	521/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	920											
75	75	523/2	523/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	921											
75	75	260	260	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	922											
75	75	260	260	0.0	0	0	Spanner	2/4	2	1	0												55	55		
75	75	260	260	0.0	0	0	StaffText	2/4	2	2	0							"<font size=""11.9992""/><font face=""Times New Roman""/><i>una corda</i>"					55	55		
75	75	260	260	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	923								55	55		
76	76	262	262	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	924											
76	76	262	262	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	925											
76	76	262	262	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	926								55	55		
76	76	525/2	525/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	927								55	55		
76	76	527/2	527/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	928								55	55		
76	76	262	262	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	929								55	55		
77	77	264	264	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	930											
77	77	529/2	529/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	931											
77	77	531/2	531/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	932											
77	77	264	264	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	933											
77	77	264	264	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	934								55	55		
77	77	264	264	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	935								55	55		
78	78	266	266	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	936											
78	78	266	266	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	937											
78	78	266	266	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	938								55	55		
78	78	533/2	533/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	939								55	55		
78	78	535/2	535/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	940								55	55		
78	78	266	266	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	941								55	55		
79	79	268	268	0.0	0	0	Spanner	2/4	1	1	0															2
79	79	268	268	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	942											2
79	79	537/2	537/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	943											2
79	79	539/2	539/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
79	79	539/2	539/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	944											
79	79	268	268	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	945											
79	79	268	268	0.0	0	0	Spanner	2/4	2	1	0															
79	79	268	268	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	946											
80	80	270	270	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	947											
80	80	271	271	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	948											
80	80	270	270	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	949											
80	80	541/2	541/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	950											
80	80	543/2	543/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	951											
80	80	270	270	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	952											
81	81	272	272	0.0	0	0	Spanner	2/4	1	1	0														1	
81	81	272	272	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	953										1	
81	81	545/2	545/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	954										1	
81	81	547/2	547/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
81	81	547/2	547/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	955											
81	81	272	272	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	956											
81	81	272	272	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	957											
82	82	274	274	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	958											
82	82	274	274	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	959							35				
82	82	549/2	549/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	960											
82	82	274	274	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	961											
83	83	276	276	0.0	0	0	Dynamic	2/4	1	1	0					pp										
83	83	276	276	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics										
83	83	276	276	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	962											
83	83	553/2	553/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	963											
83	83	555/2	555/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	964											
83	83	276	276	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	965											
83	83	276	276	0.0	0	0	Spanner	2/4	2	1	0												56	56		
83	83	276	276	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	966								56	56		
84	84	278	278	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	967											
84	84	278	278	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	968											
84	84	278	278	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	969								56	56		
84	84	557/2	557/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	970								56	56		
84	84	559/2	559/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	971								56	56		
84	84	278	278	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	972								56	56		
85	85	280	280	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	973											
85	85	561/2	561/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	974											
85	85	563/2	563/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	975											
85	85	280	280	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	976											
85	85	280	280	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	977								56	56		
85	85	280	280	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	978								56	56		
86	86	282	282	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	979											
86	86	282	282	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	980											
86	86	282	282	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	981								56	56		
86	86	565/2	565/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	982								56	56		
86	86	567/2	567/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	983								56	56		
86	86	282	282	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	984								56	56		
87	87	284	284	0.0	0	0	Spanner	2/4	1	1	0															3
87	87	284	284	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	985											3
87	87	569/2	569/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	986											3
87	87	571/2	571/2	0.0	3/8	3/8	Spanner	2/4	1	1	0															
87	87	571/2	571/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	987											
87	87	284	284	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	988											
87	87	284	284	0.0	0	0	Spanner	2/4	2	1	0															
87	87	284	284	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	989											
88	88	286	286	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	990											
88	88	287	287	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	991											
88	88	286	286	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	992											
88	88	573/2	573/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	993											
88	88	575/2	575/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	994											
88	88	286	286	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	995											
89	89	288	288	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	996											
89	89	577/2	577/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	997											
89	89	579/2	579/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														2	
89	89	579/2	579/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	998										2	
89	89	288	288	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	999										2	
89	89	288	288	0.0	0	0	Spanner	2/4	2	1	0												57	57		
89	89	288	288	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1000								57	57		
90	90	290	290	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1001										2	
90	90	290	290	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1002								57	57		
90	90	581/2	581/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1003								57	57		
90	90	583/2	583/2	0.0	3/8	3/8	Spanner	2/4	2	1	0															
90	90	583/2	583/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1004											
91	91	292	292	0.0	0	0	Dynamic	2/4	1	1	0					p										
91	91	292	292	0.0	0	0	Spanner	2/4	1	1	0															
91	91	292	292	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1005											
91	91	585/2	585/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1006											
91	91	587/2	587/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1007											
91	91	292	292	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1008											
91	91	292	292	0.0	0	0	Spanner	2/4	2	1	0												58	58		
91	91	292	292	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1009								58	58		
91	91	293	293	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1010								58	58		
92	92	294	294	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1011											
92	92	294	294	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1012											
92	92	294	294	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1013								58	58		
92	92	589/2	589/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															
92	92	589/2	589/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1014											
92	92	591/2	591/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1015											
92	92	294	294	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1016											
93	93	296	296	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1017											
93	93	593/2	593/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1018											
93	93	595/2	595/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1019											
93	93	296	296	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1020											
93	93	296	296	0.0	0	0	Spanner	2/4	2	1	0												59	59		
93	93	296	296	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1021								59	59		
93	93	297	297	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1022								59	59		
94	94	298	298	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1023											
94	94	298	298	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1024											
94	94	298	298	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1025								59	59		
94	94	597/2	597/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															
94	94	597/2	597/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1026											
94	94	599/2	599/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1027											
94	94	298	298	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1028											
95	95	300	300	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1029											
95	95	601/2	601/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1030											
95	95	603/2	603/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1031											
95	95	300	300	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1032											
95	95	300	300	0.0	0	0	Spanner	2/4	2	1	0												60	60		
95	95	300	300	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1033								60	60		
95	95	301	301	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1034								60	60		
96	96	302	302	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1035		articAccentAbove									
96	96	302	302	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1036											
96	96	302	302	0.0	0	0	Spanner	2/4	2	1	0															
96	96	302	302	0.0	0	0	Spanner	2/4	2	1	0												61	61		
96	96	302	302	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1037		articAccentAbove						61	61		
96	96	605/2	605/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1038								61	61		
96	96	607/2	607/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1039								61	61		
96	96	302	302	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	1040								61	61		
97	97	304	304	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1041											
97	97	609/2	609/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1042											
97	97	611/2	611/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1043											
97	97	304	304	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	1044											
97	97	304	304	0.0	0	0	Spanner	2/4	2	1	0												62	62		
97	97	304	304	0.0	0	0	Spanner	2/4	2	1	0												62	62		
97	97	304	304	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1045								62	62		
97	97	305	305	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1046								62	62		
98	98	306	306	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1047											
98	98	306	306	0.0	0	0	Spanner	2/4	2	1	0															
98	98	306	306	0.0	0	0	Spanner	2/4	2	1	0															4
98	98	306	306	0.0	0	0	Spanner	2/4	2	1	0												63	63		4
98	98	306	306	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1048								63	63		4
