mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	37									2		
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	38									2		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	39									2		
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	40									3		
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	41									3		
6	6	15	15	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	42											
7	7	18	18	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	43									2		
7	7	55/3	55/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	44									2		
7	7	56/3	56/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	45									2		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	46									2		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	47											
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	48									3		
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	49									3		
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	50											
7	7	18	18	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	51											
8	8	21	21	0.0	0	0	Spanner	3/4	1	1	0															1
8	8	21	21	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	52											1
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	53											1
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	54											1
8	8	22	22	0.0	1/4	1/4	Spanner	3/4	1	1	0															
8	8	22	22	0.0	1/4	1/4	Spanner	3/4	1	1	0														0	
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	55										0	
8	8	23	23	0.0	1/2	1/2	Spanner	3/4	1	1	0															
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	56											
8	8	21	21	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	57											
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	58											
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	59											
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	60											
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	61											
8	8	22	22	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	62											
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	63											
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	64											
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	65									4		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	66											
9	9	24	24	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	67											
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	68									5		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	69											
9	9	24	24	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	70											
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	71											
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	72											
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	73											
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	74											
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	75											
10	10	27	27	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""10""/><font face=""Times New Roman""/><i>cantabile</i>"								
10	10	27	27	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	76		articTenutoAbove							6		
10	10	29	29	0.0	1/2	1/2	Spanner	3/4	2	1	0													6		2
10	10	29	29	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	77									6		2
10	10	88/3	88/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	78									6		2
10	10	89/3	89/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	79											2
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	80											
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	81											
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	82											
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	83											
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	84											
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0															
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0														1	
11	11	30	30	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	85									7	1	
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	86										1	
11	11	31	31	0.0	1/4	1/4	Spanner	3/4	2	1	0															
11	11	31	31	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	87											
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	88											
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	89											
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	90											
12	12	35	35	0.0	1/2	1/2	Spanner	3/4	1	1	0															3
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	91											3
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	92											3
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	93									8		
12	12	35	35	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	94									8		
12	12	106/3	106/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	95									8		
12	12	107/3	107/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	96											
13	13	36	36	0.0	0	0	Spanner	3/4	1	1	0															
13	13	36	36	0.0	0	0	Spanner	3/4	1	1	0														2	
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	97										2	
13	13	37	37	0.0	1/4	1/4	Spanner	3/4	1	1	0															
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	98											
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	99											
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	100											
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	101											
13	13	36	36	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	102									9		
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	103											
13	13	37	37	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	104											
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	105											
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	106		articTenutoAbove							10		
14	14	41	41	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	107									10		
14	14	124/3	124/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	108									10		
14	14	125/3	125/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	109											
14	14	79/2	79/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	110											
14	14	81/2	81/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	111											
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	112											
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	113											
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	114											
14	14	40	40	0.0	1/4	1/4	Spanner	3/4	2	1	0															4
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	115											4
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	116											4
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	117											4
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	118											4
15	15	42	42	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	119									11		
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	120									11		
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	121											
15	15	85/2	85/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	122											
15	15	87/2	87/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	123											
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	124											
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0															
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	125											
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	126											
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	127											
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	128											
15	15	44	44	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	129											
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	130											
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	131											
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	132		articTenutoAbove							12		
16	16	47	47	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	133									12		
16	16	142/3	142/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	134									12		
16	16	143/3	143/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	135									12		
16	16	91/2	91/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	136											
16	16	93/2	93/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	137											
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	138											
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	139											
16	16	91/2	91/2	0.0	1/8	1/8	StaffText	3/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"								
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	140											
16	16	46	46	0.0	1/4	1/4	Spanner	3/4	2	1	0															5
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	141											5
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	142											5
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	143											5
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	144											5
17	17	48	48	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	145									12		
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	146									12		
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	147											
17	17	50	50	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	148									13		
17	17	151/3	151/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	149									13		
17	17	152/3	152/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	150									13		
17	17	97/2	97/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	151											
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	152											
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	153											
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0															
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	154											
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	155											
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	156											
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	157											
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	158											
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	159											
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	160									13		
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	161									13		
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	162											
18	18	53	53	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	163									14		
18	18	160/3	160/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	164									14		
18	18	161/3	161/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	165									14		
18	18	103/2	103/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	166											
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	167											
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	168											
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	169											
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	170											
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	171											
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	172											
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	173											
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	174											
19	19	54	54	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	175									14		
19	19	109/2	109/2	0.0	1/8	1/8	Spanner	3/4	1	1	0													14	3	
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	176									14	3	
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	177									14	3	
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	178										3	
19	19	109/2	109/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	179										3	
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	180										3	
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	181											
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	182											
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	183											
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	184											
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0					pp										
20	20	57	57	0.0	0	0	Spanner	3/4	1	1	0															
20	20	57	57	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	185									15		
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	186									15		
20	20	58	58	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	187									15		
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	188									16		
20	20	115/2	115/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	189											
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	190											
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	191											
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	192											
20	20	58	58	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	193											
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	194											
21	21	60	60	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	195									16		
21	21	181/3	181/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	196									16		
21	21	182/3	182/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	197									16		
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	198									16		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	199									16		
21	21	60	60	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	200									17		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	201									17		
21	21	60	60	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	202											
22	22	63	63	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	203									16		
22	22	190/3	190/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	204									16		
22	22	191/3	191/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	205									16		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	206									16		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	207											
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	208									17		
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	209									17		
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	210											
22	22	63	63	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	211											
23	23	66	66	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	212											
23	23	199/3	199/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	213											
23	23	200/3	200/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	214											
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	215											
23	23	66	66	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	216											
23	23	199/3	199/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	217											
23	23	200/3	200/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	218											
23	23	67	67	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	219											
24	24	69	69	0.0	0	0	Spanner	3/4	1	1	0															6
24	24	69	69	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	220											6
24	24	208/3	208/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	221											6
24	24	209/3	209/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	222											6
24	24	70	70	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fp										
24	24	70	70	0.0	1/4	1/4	Spanner	3/4	1	1	0															
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	223											
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	224									18		
24	24	69	69	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	225											
24	24	208/3	208/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	226											
24	24	209/3	209/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	227											
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	228											
25	25	72	72	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	229									18		
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	230									18		
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	231									18		
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	232									18		
25	25	73	73	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	233									18		
25	25	73	73	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	234									18		
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	235									18		
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	236									18		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	237									18		
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	238									19		
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	239									19		
25	25	72	72	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	240											
26	26	75	75	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	241									18		
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	242									18		
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	243									18		
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	244									18		
26	26	76	76	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	245									18		
26	26	76	76	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	246									18		
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	247									18		
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	248									18		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	249											
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	250											
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	251											
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	252									19		
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	253									19		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	254											
