mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
99	99	593/2	593/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	901									91				12		
99	99	294	294	0.0	0	0	Spanner	6/8	2	1	0																			
100	100	297	297	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	902									91				12		
100	100	298	298	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	903									91				12		
100	100	597/2	597/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	904									91				12		
100	100	599/2	599/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	905									91				12		
101	101	300	300	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	906									91				12		
101	101	301	301	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	907									91				12		
101	101	603/2	603/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	908									91				12		
101	101	605/2	605/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	909									91				12		
102	102	303	303	0.0	0	0	Spanner	6/8	1	1	0													91						
102	102	303	303	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	910									91						
102	102	304	304	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	911									91						
102	102	609/2	609/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	912									91						
102	102	611/2	611/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	913															
102	102	609/2	609/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	914															
102	102	303	303	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>poco rit.</i>"												
102	102	609/2	609/2	0.0	3/8	3/8	Spanner	6/8	2	1	0														53	53				
102	102	609/2	609/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	915										53	53				
102	102	611/2	611/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	916										53	53				
102	102	609/2	609/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	917										53	53				
103	103	306	306	0.0	0	0	Dynamic	6/8	1	1	0					p														
103	103	306	306	0.0	0	0	StaffText	6/8	1	1	0							"<i><font size=""9""/>a tempo</i>"												
103	103	306	306	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	918									92						
103	103	1227/4	1227/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	919									92						
103	103	307	307	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	920									92						
103	103	1229/4	1229/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	921									92						
103	103	615/2	615/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	922									92						
103	103	617/2	617/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	923									92						
103	103	306	306	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	924															
103	103	615/2	615/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	925															
103	103	306	306	0.0	0	0	StaffText	6/8	2	1	0							"<i><font size=""9""/>e dolce</i>"												
103	103	306	306	0.0	0	0	Spanner	6/8	2	1	0																			
103	103	306	306	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	926															
103	103	615/2	615/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	927															
103	103	306	306	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	928															
104	104	309	309	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	929									92						
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	930									92						
104	104	310	310	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	931									92						
104	104	1241/4	1241/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	932									92						
104	104	621/2	621/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	933															
104	104	309	309	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	934															
104	104	621/2	621/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	935															
104	104	309	309	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	936															
104	104	621/2	621/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	937															
104	104	309	309	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	938															
105	105	312	312	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	939									93						
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	940									93						
105	105	313	313	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	941									93						
105	105	1253/4	1253/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	942									93						
105	105	627/2	627/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	943									93						
105	105	629/2	629/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	944									93						
105	105	312	312	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	945															
105	105	627/2	627/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	946															
105	105	629/2	629/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	947															
105	105	312	312	0.0	0	0	Spanner	6/8	2	1	0														54	54				
105	105	312	312	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	948										54	54				
105	105	627/2	627/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	949										54	54				
105	105	312	312	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	950										54	54				
106	106	315	315	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	951									93						
106	106	633/2	633/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	952															
106	106	315	315	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	953															
106	106	633/2	633/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	954															
106	106	315	315	0.0	0	0	Spanner	6/8	2	1	0																			
106	106	315	315	0.0	0	0	Spanner	6/8	2	1	0														55	55				
106	106	315	315	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	955										55	55				
106	106	633/2	633/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	956										55	55				
106	106	315	315	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	957										55	55				
106	106	633/2	633/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	958										55	55				
107	107	318	318	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	959									94						
107	107	1275/4	1275/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	960									94						
107	107	319	319	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	961									94						
107	107	1277/4	1277/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	962									94						
107	107	639/2	639/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	963									94						
107	107	641/2	641/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	964									94						
107	107	318	318	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	965															
107	107	639/2	639/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	966															
107	107	318	318	0.0	0	0	Spanner	6/8	2	1	0																			
107	107	318	318	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	967															
107	107	639/2	639/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	968															
107	107	318	318	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	969															
108	108	321	321	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	970									94						
108	108	1287/4	1287/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	971									94						
108	108	322	322	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	972									94						
108	108	1289/4	1289/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	973									94						
108	108	645/2	645/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	974															
108	108	321	321	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	975															
108	108	645/2	645/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	976															
108	108	321	321	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	977															
108	108	645/2	645/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	978															
108	108	321	321	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	979															
109	109	324	324	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	980									95						
109	109	1299/4	1299/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	981									95						
109	109	325	325	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	982									95						
109	109	1301/4	1301/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	983									95						
109	109	651/2	651/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	984									95						
109	109	653/2	653/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	985									95						
109	109	324	324	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	986															
109	109	651/2	651/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	987															
109	109	653/2	653/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	988															
109	109	324	324	0.0	0	0	Spanner	6/8	2	1	0														56	56				
109	109	324	324	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	989										56	56				
109	109	651/2	651/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	990										56	56				
109	109	324	324	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	991										56	56				
110	110	327	327	0.0	0	0	Spanner	6/8	1	1	0													95					16	
110	110	327	327	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	992									95					16	
110	110	657/2	657/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	993									96					16	
110	110	327	327	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	994														16	
110	110	657/2	657/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	995														16	
110	110	329	329	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	996														16	
110	110	659/2	659/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	997														16	
110	110	327	327	0.0	0	0	Spanner	6/8	2	1	0																			
110	110	327	327	0.0	0	0	Spanner	6/8	2	1	0														57	57				
110	110	327	327	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	998										57	57				
111	111	330	330	0.0	0	0	Spanner	6/8	1	1	0													96						
111	111	330	330	0.0	0	0	Spanner	6/8	1	1	0													96						4
111	111	330	330	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	999									96						4
111	111	331	331	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1000									96						4
111	111	663/2	663/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1001									96						4
111	111	332	332	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1002									96						4
111	111	665/2	665/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1003									96						4
111	111	330	330	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1004															4
111	111	330	330	0.0	0	0	Spanner	6/8	2	1	0																			
111	111	330	330	0.0	0	0	Spanner	6/8	2	1	0														58	58				
111	111	330	330	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1005										58	58				
112	112	333	333	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1006									96						4
112	112	334	334	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1007									96						4
112	112	669/2	669/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1008															4
112	112	333	333	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1009															4
112	112	333	333	0.0	0	0	Spanner	6/8	2	1	0																			
112	112	333	333	0.0	0	0	Spanner	6/8	2	1	0														59	59				
112	112	333	333	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1010										59	59				
113	113	673/2	673/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1011									97						4
113	113	337	337	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1012									97						4
113	113	675/2	675/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1013									97						4
113	113	338	338	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1014									97						4
113	113	677/2	677/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1015									97						4
113	113	336	336	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1016															4
113	113	336	336	0.0	0	0	Spanner	6/8	2	1	0																			
113	113	336	336	0.0	0	0	Spanner	6/8	2	1	0														60	60				
113	113	336	336	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1017										60	60				
114	114	339	339	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1018									97						4
114	114	679/2	679/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1019									97						4
114	114	340	340	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1020									97						4
114	114	681/2	681/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1021															4
114	114	339	339	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1022															4
114	114	339	339	0.0	0	0	Spanner	6/8	2	1	0																			
114	114	339	339	0.0	0	0	Spanner	6/8	2	1	0														61	61				
114	114	339	339	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1023										61	61				
115	115	342	342	0.0	0	0	Dynamic	6/8	1	1	0					f														
115	115	342	342	0.0	0	0	Spanner	6/8	1	1	0																			
115	115	342	342	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1024									98						
115	115	343	343	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1025									98						
115	115	687/2	687/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1026									98						
115	115	344	344	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1027									98						
115	115	689/2	689/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1028									98						
115	115	342	342	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1029															
115	115	342	342	0.0	0	0	Spanner	6/8	2	1	0																			
115	115	342	342	0.0	0	0	Spanner	6/8	2	1	0														62	62				
115	115	342	342	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1030		articStaccatoAbove								62	62				
116	116	345	345	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1031									98						
116	116	346	346	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1032									98						
116	116	693/2	693/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1033															
116	116	345	345	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1034															
116	116	345	345	0.0	0	0	Spanner	6/8	2	1	0																			
116	116	345	345	0.0	0	0	Spanner	6/8	2	1	0														63	63				
116	116	345	345	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1035		articStaccatoAbove								63	63				
117	117	697/2	697/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1036									99						
117	117	349	349	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1037									99						
117	117	699/2	699/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1038									99						
117	117	350	350	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1039									99						
117	117	701/2	701/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1040									99						
117	117	348	348	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1041															
117	117	348	348	0.0	0	0	Spanner	6/8	2	1	0																			
117	117	348	348	0.0	0	0	Spanner	6/8	2	1	0														64	64				
117	117	348	348	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1042		articStaccatoAbove								64	64				
118	118	351	351	0.0	0	0	Spanner	6/8	1	1	0													99					17	
118	118	351	351	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1043									99					17	
118	118	703/2	703/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1044									99					17	
118	118	352	352	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1045									99					17	
118	118	705/2	705/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1046									99					17	
118	118	353	353	0.0	1/2	1/2	Spanner	6/8	1	1	0													99						
118	118	353	353	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1047									99						
118	118	707/2	707/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1048									99						
118	118	351	351	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1049															
118	118	351	351	0.0	0	0	Spanner	6/8	2	1	0																			
118	118	351	351	0.0	0	0	Spanner	6/8	2	1	0														65	65				
118	118	351	351	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1050		articStaccatoAbove								65	65				
119	119	354	354	0.0	0	0	Dynamic	6/8	1	1	0					sf								99						
119	119	354	354	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1051									99						
119	119	709/2	709/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1052									99						
119	119	355	355	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1053									99						
119	119	711/2	711/2	0.0	3/8	3/8	StaffText	6/8	1	1	0							"<i><font size=""9""/>dim.</i>"						99						
119	119	711/2	711/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1054									99						
119	119	356	356	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1055									99						
119	119	713/2	713/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1056									99						
119	119	354	354	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	1057		articAccentBelow													
119	119	354	354	0.0	0	0	Spanner	6/8	2	1	0																			
119	119	354	354	0.0	0	0	Spanner	6/8	2	1	0														66	66				
119	119	354	354	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	1058		articAccentAbove								66	66				
120	120	357	357	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1059									99						
120	120	715/2	715/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1060									99						
120	120	358	358	0.0	1/4	1/4	Spanner	6/8	1	1	0													99				13		
120	120	358	358	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1061									99				13		
120	120	717/2	717/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1062													13		
120	120	359	359	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1063		articStaccatoAbove											13		
120	120	719/2	719/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1064		articStaccatoAbove											13		
120	120	357	357	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	1065													13		
120	120	357	357	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1066										66	66				
120	120	717/2	717/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
120	120	359	359	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1067		articStaccatoBelow													
120	120	719/2	719/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1068		articStaccatoBelow													
121	121	360	360	0.0	0	0	Spanner	6/8	1	1	0																			
121	121	360	360	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1069		articStaccatoAbove													
121	121	360	360	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1070		articStaccatoBelow													
122	122	363	363	0.0	0	0	Dynamic	6/8	1	1	0					p														
122	122	363	363	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	1071		articAccentAbove													
122	122	363	363	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1072															
122	122	729/2	729/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1073															
122	122	731/2	731/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1074															
123	123	366	366	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1075									100						
123	123	1467/4	1467/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1076									100						
123	123	367	367	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1077									100						
123	123	1469/4	1469/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1078									100						
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1079		articAccentAbove													
123	123	366	366	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1080															
123	123	366	366	0.0	0	0	Spanner	6/8	2	1	0														67	67				
123	123	366	366	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1081										67	67				
123	123	735/2	735/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1082		articAccentAbove													
124	124	369	369	0.0	0	0	Spanner	6/8	1	1	0																	14		
124	124	369	369	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1083									101				14		
124	124	1479/4	1479/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	1084									101				14		
124	124	370	370	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	1085									101				14		
124	124	1481/4	1481/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	1086									101				14		
124	124	741/2	741/2	0.0	3/8	3/8	Spanner	6/8	1	1	0																			
124	124	741/2	741/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	1087		articAccentAbove													
124	124	369	369	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1088															
124	124	369	369	0.0	0	0	Spanner	6/8	2	1	0														68	68				
124	124	369	369	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1089										68	68				
124	124	741/2	741/2	0.0	3/8	3/8	Spanner	6/8	2	1	0																			
124	124	741/2	741/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	1090		articAccentAbove													
125	125	372	372	0.0	0	0	Dynamic	6/8	1	1	0					pp														
125	125	372	372	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1091		articStaccatoAbove													
125	125	747/2	747/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1092		articStaccatoAbove													
125	125	372	372	0.0	0	0	Spanner	6/8	2	1	0														69	69				
125	125	372	372	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	1093		articStaccatoBelow								69	69				
125	125	747/2	747/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1094		articStaccatoAbove								69	69				
126	126	375	375	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1095															
126	126	753/2	753/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1096															
126	126	375	375	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	1097										69	69				
126	126	753/2	753/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1098										69	69				
126	126	755/2	755/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																			
