mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	533				124				
49	49	195	195	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	534								
50	50	196	196	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	535				120				
50	50	393/2	393/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	536				120				
50	50	787/4	787/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	537				120				
50	50	197	197	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	538								
50	50	399/2	399/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	539				125				
50	50	196	196	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	540				126				
50	50	197	197	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	541								
50	50	198	198	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	542				127				
50	50	199	199	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	543								
51	51	200	200	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	544				125				
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	545				125				
51	51	201	201	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	546				125				
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	547				125				
51	51	202	202	0.0	1/2	1/2	StaffText	4/4	1	1	0						cresc.	125				
51	51	202	202	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	548				125				
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	549				125				
51	51	203	203	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	550				125				
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	551								
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	552				128				
51	51	201	201	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	553								
51	51	202	202	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	554				129				
51	51	203	203	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	555								
52	52	204	204	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	556				130				
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	557				130				
52	52	205	205	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	558				130				
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	559				130				
52	52	206	206	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	560				130				
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	561				130				
52	52	207	207	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	562				130				
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	563								
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	564				131				
52	52	205	205	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	565								
52	52	206	206	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	566				132				
52	52	207	207	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	567								
53	53	208	208	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	568				133				
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	569				133				
53	53	209	209	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	570				133				
53	53	419/2	419/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0				p			133				
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	571				133				
53	53	210	210	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	572				133				
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	573								
53	53	211	211	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	574		articStaccatoBelow						
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	575		articStaccatoBelow						
53	53	208	208	0.0	0	0	Spanner	4/4	2	1	0										10	10
53	53	208	208	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	576				134			10	10
53	53	209	209	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	577							10	10
53	53	210	210	0.0	1/2	1/2	Spanner	4/4	2	1	0											
54	54	212	212	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	578				135				
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	579								
54	54	213	213	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	580		articStaccatoAbove						
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	581		articStaccatoAbove						
54	54	214	214	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	582				136				
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	583								
54	54	215	215	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	584		articStaccatoAbove						
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	585		articStaccatoAbove						
54	54	213	213	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	586		articStaccatoAbove						
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	587		articStaccatoAbove						
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	588				137				
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	589								
55	55	216	216	0.0	0	0	StaffText	4/4	1	1	0						cresc.					
55	55	216	216	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	590				138				
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	591								
55	55	217	217	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	592		articStaccatoAbove						
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	593		articStaccatoAbove						
55	55	218	218	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	594		articStaccatoBelow						
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	595		articStaccatoBelow						
55	55	219	219	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	596		articStaccatoBelow						
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	597		articStaccatoBelow						
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	598		articStaccatoAbove						
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	599		articStaccatoAbove						
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	600		articStaccatoAbove						
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	601		articStaccatoAbove						
56	56	220	220	0.0	0	0	Dynamic	4/4	1	1	0				f							
56	56	220	220	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	602								
56	56	222	222	0.0	1/2	1/2	Spanner	4/4	1	1	0								1			
56	56	222	222	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	603					1			
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	604					1			
56	56	223	223	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	605					1			
56	56	447/2	447/2	0.0	7/8	7/8	Spanner	4/4	1	1	0											
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	606								
56	56	220	220	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	607		articAccentAbove		139				
56	56	441/2	441/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	608								
56	56	221	221	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	609								
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	610								
56	56	220	220	0.0	0	0	Spanner	4/4	2	1	0										11	11
56	56	220	220	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	611							11	11
56	56	222	222	0.0	1/2	1/2	Spanner	4/4	2	1	0											
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	612								
57	57	224	224	0.0	0	0	Dynamic	4/4	1	1	0				p							
57	57	224	224	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	613				140				
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	614				140				
57	57	225	225	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	615				140				
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	616				140				
57	57	226	226	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	617				140				
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	618				140				
57	57	227	227	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	619				140				
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	620				140				
57	57	224	224	4.0	0	0	Chord	4/4	1	2	1	1	1	621								
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	622				141				
57	57	225	225	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	623								
57	57	226	226	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	624				142				
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	625								
58	58	228	228	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	626				140				
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	627				140				
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	628				140				
58	58	229	229	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	629								
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	630				143				
58	58	228	228	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	631				144				
58	58	229	229	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	632								
58	58	230	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	633				145				
58	58	231	231	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	634								
59	59	232	232	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	635				143				
59	59	465/2	465/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	636				143				
59	59	233	233	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	637				143				
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	638				143				
59	59	234	234	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	639				143				
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	640				143				
59	59	235	235	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	641				143				
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	642				143				
59	59	232	232	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	643								
59	59	234	234	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	644								
59	59	232	232	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	645				146				
59	59	233	233	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	646								
59	59	234	234	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	647				147				
59	59	235	235	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	648								
60	60	236	236	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	649				143				
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	650				143				
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	651				143				
60	60	237	237	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	652								
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	653				148				
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	654				148				
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	655				148				
60	60	236	236	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	656								
60	60	238	238	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	657								
60	60	236	236	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	658				149				
60	60	237	237	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	659								
60	60	238	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	660				150				
60	60	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	661								
61	61	240	240	0.0	0	0	Spanner	4/4	1	1	0							148		3		
61	61	240	240	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	662				148		3		
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	663				148		3		
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	664				148		3		
61	61	241	241	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	665				148		3		
61	61	485/2	485/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	666				148		3		
61	61	243	243	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	667				148		3		
61	61	487/2	487/2	0.0	7/8	7/8	Spanner	4/4	1	1	0											
61	61	487/2	487/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	668								
61	61	240	240	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	669								
61	61	242	242	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	670								
61	61	240	240	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	671				151				
61	61	241	241	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	672								
61	61	242	242	0.0	1/2	1/2	Spanner	4/4	2	1	0										12	12
61	61	242	242	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	673				152			12	12
61	61	243	243	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	674							12	12
62	62	489/2	489/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0				pp							
62	62	489/2	489/2	0.0	1/8	1/8	StaffText	4/4	1	1	0						scherzando					
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	675				153				
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	676				153				
62	62	245	245	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	677		articStaccatoAbove						
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	678				154				
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	679				154				
62	62	246	246	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	680		articStaccatoAbove						
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	681				155				
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	682				155				
62	62	247	247	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	683		articStaccatoAbove						
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	684				156				
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	685				156				
62	62	244	244	0.0	0	0	Spanner	4/4	2	1	0											
62	62	489/2	489/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	686				157				
62	62	979/4	979/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	687				157				
62	62	245	245	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	688		articStaccatoAbove						
62	62	491/2	491/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	689				158				
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	690				158				
62	62	246	246	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	691		articStaccatoAbove						
62	62	493/2	493/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	692				159				
62	62	987/4	987/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	693				159				
62	62	247	247	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	694		articStaccatoBelow						
62	62	495/2	495/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	695				160				
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	696				160				
63	63	248	248	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	697		articStaccatoAbove						
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	698								
63	63	250	250	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	699								
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	700								
63	63	248	248	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	701		articStaccatoAbove						
63	63	249	249	0.0	1/4	1/4	Spanner	4/4	2	1	0										13	13
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	702							13	13
63	63	499/2	499/2	0.0	3/8	3/8	Spanner	4/4	2	1	0											
63	63	250	250	0.0	1/2	1/2	Spanner	4/4	2	1	0										14	14
63	63	250	250	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	703							14	14
63	63	501/2	501/2	0.0	5/8	5/8	Spanner	4/4	2	1	0											
63	63	251	251	0.0	3/4	3/4	Spanner	4/4	2	1	0										15	15
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	704							15	15
63	63	503/2	503/2	0.0	7/8	7/8	Spanner	4/4	2	1	0											
64	64	252	252	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	705								
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	1	1	0				ppp							
64	64	254	254	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	706		articStaccatoAbove						
64	64	252	252	0.0	0	0	Spanner	4/4	2	1	0										16	16
64	64	252	252	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	707							16	16
64	64	505/2	505/2	0.0	1/8	1/8	Spanner	4/4	2	1	0											
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	708		articStaccatoBelow						
64	64	255	255	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	709		articStaccatoBelow						
64	64	511/2	511/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	710		articStaccatoBelow						
65	65	256	256	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	711		articStaccatoAbove						
65	65	256	256	0.0	0	0	Spanner	4/4	2	1	0										17	17
65	65	256	256	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	712		articStaccatoBelow					17	17
65	65	513/2	513/2	0.0	1/8	1/8	Spanner	4/4	2	1	0											
