mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
27	27	159/2	159/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	256				32	4	
27	27	80	80	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	257				32	4	
27	27	161/2	161/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	258				32	4	
27	27	78	78	3.0	0	0	Chord	6/8	1	2	3/4	1/2	3/2	259					4	
27	27	78	78	3.0	0	0	Chord	6/8	2	1	3/4	1/2	3/2	260						
28	28	81	81	0.0	0	0	Spanner	6/8	1	1	0									
28	28	81	81	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	261						
28	28	163/2	163/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	262				33		
28	28	82	82	0.0	1/4	1/4	StaffText	6/8	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>rit.</i>"			
28	28	82	82	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	263						
28	28	165/2	165/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	264				34		
28	28	83	83	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	265						
28	28	167/2	167/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	266						
28	28	81	81	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	267						
28	28	81	81	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	268						
29	29	84	84	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><b><i>a tempo</i></b>"			
29	29	84	84	0.0	0	0	Dynamic	6/8	1	1	0				p					
29	29	84	84	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	269		articAccentAbove				
29	29	169/2	169/2	0.0	1/8	1/8	StaffText	6/8	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>dolce</i>"			
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	270						
29	29	86	86	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	271				35		
29	29	345/4	345/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	272				35		
29	29	173/2	173/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	273				35		
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	274						
29	29	169/2	169/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	275						
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	276						
29	29	169/2	169/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	277				36		
29	29	85	85	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	278				36		
29	29	171/2	171/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	279		articStaccatoBelow				
30	30	87	87	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	280		articAccentAbove				
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	281						
30	30	89	89	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	282				37		
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	283				37		
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	284				37		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	285						
30	30	175/2	175/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	286						
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	287						
30	30	175/2	175/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	288				38		
30	30	88	88	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	289				38		
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	290		articStaccatoBelow				
31	31	90	90	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	291		articAccentAbove				
31	31	181/2	181/2	0.0	1/8	1/8	Spanner	6/8	1	1	0									5
31	31	183/2	183/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	292		articAccentAbove				5
31	31	92	92	0.0	1/2	1/2	Spanner	6/8	1	1	0									
31	31	92	92	0.0	1/2	1/2	Spanner	6/8	1	1	0								5	
31	31	181/2	181/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	293					5	
31	31	92	92	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	294					5	
31	31	181/2	181/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	295				39		
31	31	91	91	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	296						
31	31	92	92	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	297				40		
31	31	185/2	185/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	298						
32	32	93	93	0.0	0	0	Spanner	6/8	1	1	0									
32	32	93	93	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	299		articAccentAbove				
32	32	189/2	189/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	300				41		
32	32	379/4	379/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	301				41		
32	32	95	95	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	302				41		
32	32	381/4	381/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	303				41		
32	32	191/2	191/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	304				41		
32	32	383/4	383/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	305						
32	32	187/2	187/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	306						
32	32	187/2	187/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	307				42		
32	32	94	94	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	308						
33	33	96	96	0.0	0	0	Dynamic	6/8	1	1	0				p					
33	33	96	96	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	309		articAccentAbove				
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	310						
33	33	98	98	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	311				43		
33	33	393/4	393/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	312				43		
33	33	197/2	197/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	313				43		
33	33	395/4	395/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	314						
33	33	193/2	193/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	315						
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	316						
33	33	193/2	193/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	317				44		
33	33	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	318				44		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	319		articStaccatoBelow				
34	34	99	99	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	320		articAccentAbove				
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	321						
34	34	101	101	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	322				45		
34	34	405/4	405/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	323				45		
34	34	203/2	203/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	324				45		
34	34	407/4	407/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	325						
34	34	199/2	199/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	326						
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	327						
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	328				46		
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	329				46		
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	330		articStaccatoBelow				
35	35	102	102	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	331		articAccentAbove				
35	35	205/2	205/2	0.0	1/8	1/8	Spanner	6/8	1	1	0									6
35	35	207/2	207/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	332		articAccentAbove				6
35	35	104	104	0.0	1/2	1/2	Spanner	6/8	1	1	0									
35	35	104	104	0.0	1/2	1/2	Spanner	6/8	1	1	0								6	
35	35	205/2	205/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	333					6	
35	35	104	104	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	334					6	
35	35	205/2	205/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	335				47		
35	35	103	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	336						
35	35	104	104	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	337				48		
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	338						
36	36	105	105	0.0	0	0	Spanner	6/8	1	1	0									
36	36	105	105	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	339		articAccentAbove				
36	36	211/2	211/2	0.0	1/8	1/8	StaffText	6/8	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cresc.</i>"			
36	36	213/2	213/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	340				49		
36	36	427/4	427/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	341				49		
36	36	107	107	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	342				49		
36	36	429/4	429/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	343				49		
36	36	215/2	215/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	344				49		
36	36	431/4	431/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	345						
36	36	211/2	211/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	346						
36	36	211/2	211/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	347				50		
36	36	106	106	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	348						
37	37	108	108	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>string.</i>"			
37	37	108	108	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	349		articAccentAbove				
37	37	219/2	219/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	350		articAccentAbove				
37	37	217/2	217/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	351						
37	37	110	110	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	352						
37	37	217/2	217/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	353				51		
37	37	109	109	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	354						
37	37	110	110	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	355				52		
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	356						
38	38	111	111	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	357		articAccentAbove				
38	38	225/2	225/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	358				53		
38	38	451/4	451/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	359				53		
38	38	113	113	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	360				53		
38	38	453/4	453/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	361				53		
38	38	227/2	227/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	362				53		
38	38	455/4	455/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	363						
38	38	223/2	223/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	364						
38	38	223/2	223/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	365				54		
38	38	112	112	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	366						
39	39	114	114	0.0	0	0	Dynamic	6/8	1	1	0				f					
39	39	114	114	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	367		articAccentAbove		55		
39	39	459/4	459/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	368				55		
39	39	115	115	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	369				55		
39	39	461/4	461/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	370				55		
39	39	231/2	231/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	371				55		
39	39	463/4	463/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	372				55		
39	39	116	116	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	373				55		
39	39	465/4	465/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	374				55		
39	39	233/2	233/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	375				55		
39	39	467/4	467/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	376						
39	39	229/2	229/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	377						
39	39	114	114	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	378		articAccentBelow				
39	39	229/2	229/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	379						
40	40	469/4	469/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	380				56		
40	40	235/2	235/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	381				56		
40	40	471/4	471/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	382				56		
40	40	118	118	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	383				56		
40	40	473/4	473/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	384				56		
40	40	237/2	237/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	385		articStaccatoBelow				
40	40	117	117	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	386		articAccentBelow		57		
40	40	469/4	469/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	387				57		
40	40	235/2	235/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	388				57		
40	40	471/4	471/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	389				57		
40	40	118	118	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	390				57		
40	40	473/4	473/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	391				57		
40	40	237/2	237/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	392		articStaccatoAbove				
42	42	123	123	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>tranquillo</i>"			
42	42	123	123	0.0	0	0	Dynamic	6/8	1	1	0				p					
42	42	123	123	0.0	0	0	Spanner	6/8	1	1	0									7
42	42	123	123	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	393						7
42	42	124	124	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	394						7
42	42	125	125	0.0	1/2	1/2	Spanner	6/8	1	1	0									
42	42	125	125	0.0	1/2	1/2	Spanner	6/8	1	1	0								7	
42	42	125	125	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	395		articTenutoAbove		58	7	
42	42	251/2	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	396		articTenutoAbove			7	
42	42	125	125	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	397					7	
42	42	123	123	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	398						
42	42	124	124	1.0	1/4	1/4	Chord	6/8	2	1	1/4	1/4	1	399						
42	42	125	125	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	400						
43	43	126	126	0.0	0	0	Spanner	6/8	1	1	0									
43	43	505/4	505/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	401				59		
43	43	253/2	253/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	402				59		
43	43	507/4	507/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	403				59		
43	43	127	127	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	404				59		
43	43	509/4	509/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	405				59		
43	43	255/2	255/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	406		articStaccatoBelow				
43	43	126	126	0.25	0	0	Chord	6/8	2	1	1/16	1/16	1	407						
43	43	505/4	505/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	408						
43	43	253/2	253/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	409						
43	43	507/4	507/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	410						
43	43	127	127	0.25	1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	411						
43	43	509/4	509/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	412						
43	43	255/2	255/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	413		articStaccatoAbove				
44	44	129	129	0.0	0	0	StaffText	6/8	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>con moto</i>"			
44	44	129	129	0.0	0	0	Dynamic	6/8	1	1	0				p					
44	44	129	129	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	414						
44	44	130	130	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	415						
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	416						
44	44	131	131	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	417						
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	418						
44	44	129	129	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	419						
44	44	130	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	420						
44	44	261/2	261/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	421						
44	44	131	131	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	422						
44	44	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	423						
45	45	132	132	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	424						
45	45	133	133	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	425						
45	45	267/2	267/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	426						
45	45	134	134	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	427						
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	428						
45	45	132	132	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	429						
45	45	133	133	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	430						
45	45	267/2	267/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	431						
45	45	134	134	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	432						
45	45	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	433						
46	46	135	135	0.0	0	0	Spanner	6/8	1	1	0									8
46	46	135	135	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	434						8
46	46	136	136	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	435						8
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	436						8
46	46	137	137	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	437						8
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	438						8
46	46	135	135	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	439						
46	46	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	440						
46	46	273/2	273/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	441						
46	46	137	137	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	442						
46	46	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	443						
47	47	138	138	0.0	0	0	Spanner	6/8	1	1	0									
47	47	138	138	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	444						
47	47	139	139	0.0	1/4	1/4	Spanner	6/8	1	1	0								8	
47	47	139	139	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	445					8	
47	47	279/2	279/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	446					8	
47	47	140	140	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	447					8	
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	448					8	
47	47	138	138	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	449						
47	47	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	450						
47	47	279/2	279/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	451						
47	47	140	140	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	452						
47	47	281/2	281/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	453						
48	48	141	141	0.0	0	0	Dynamic	6/8	1	1	0				pp					
48	48	141	141	0.0	0	0	Spanner	6/8	1	1	0									
48	48	141	141	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	454				60		
48	48	142	142	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	455						
48	48	143	143	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	456						
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	457						
48	48	283/2	283/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	458						
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	459						
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	460						
48	48	283/2	283/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	461						
48	48	285/2	285/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	462						
48	48	287/2	287/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	463						
49	49	144	144	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	464				61		
49	49	145	145	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	465						
49	49	146	146	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	466						
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	467						
49	49	289/2	289/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	468						
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	469						
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	470						
49	49	289/2	289/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	471						
49	49	291/2	291/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	472						
49	49	293/2	293/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	473						
50	50	147	147	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	474				62		
50	50	148	148	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	475						
50	50	149	149	0.3333333333333333	1/2	1/2	Chord	6/8	1	1	1/12	1/8	2/3	476						
50	50	448/3	448/3	0.3333333333333333	7/12	7/12	Chord	6/8	1	1	1/12	1/8	2/3	477						
50	50	449/3	449/3	0.3333333333333333	2/3	2/3	Chord	6/8	1	1	1/12	1/8	2/3	478						
50	50	295/2	295/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	479						
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	480						
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	481						
50	50	295/2	295/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	482						
50	50	297/2	297/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	483						
50	50	299/2	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	484						
51	51	150	150	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	485				63		
51	51	151	151	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	486						
51	51	152	152	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	487						
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	488						
51	51	301/2	301/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	489						
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	490						
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	491						
51	51	301/2	301/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	492						
51	51	303/2	303/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	493						
51	51	305/2	305/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	494						
52	52	153	153	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	495				64		
52	52	154	154	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	496						
52	52	155	155	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	497						
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	498						
52	52	307/2	307/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	499						
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	500						
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	501						
52	52	307/2	307/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	502						
52	52	309/2	309/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	503						
52	52	311/2	311/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	504						
53	53	156	156	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	505				65		
53	53	157	157	1.0	1/4	1/4	Chord	6/8	1	1	1/4	1/4	1	506						
53	53	158	158	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	507						
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	508						
53	53	313/2	313/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	509						
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	510						
53	53	317/2	317/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	511						
53	53	313/2	313/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	512						
53	53	315/2	315/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	513						
