mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	249		articStaccatoAbove											
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	250													
39	39	115	115	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	251													
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	252													
39	39	115	115	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	253									64				
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	254													
39	39	116	116	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	255									65				
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	256													
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	257													
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	258		articStaccatoAbove											
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	259		articStaccatoAbove											
40	40	117	117	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	260		articAccentAbove							66				
40	40	118	118	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	261									67				
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	262													
40	40	119	119	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	263									68				
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	264													
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	265													
40	40	118	118	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	266									69				
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	267													
40	40	119	119	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	268									70				
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	269													
41	41	120	120	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	270													
41	41	121	121	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	271									71				
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	272													
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	273									72				
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	274													
41	41	121	121	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	275									73				
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	276													
41	41	122	122	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	277									74				
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	278													
42	42	124	124	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	279									75				
42	42	497/4	497/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	280													
42	42	125	125	0.0	1/2	1/2	Spanner	3/4	1	1	0																1
42	42	125	125	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	281									76				1
42	42	501/4	501/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	282													1
42	42	123	123	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	283									77				
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	284									77				
43	43	127	127	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	285									78				1
43	43	509/4	509/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	286													1
43	43	128	128	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	287									79				1
43	43	513/4	513/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	288													1
43	43	257/2	257/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																
43	43	126	126	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	289									77				
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	290									77				
44	44	129	129	0.0	0	0	Spanner	3/4	1	1	0															1	
44	44	130	130	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	291									80			1	
44	44	521/4	521/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	292												1	
44	44	131	131	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	293									81			1	
44	44	525/4	525/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	294												1	
44	44	129	129	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	295									77				
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	296									77				
45	45	132	132	0.0	0	0	Spanner	3/4	1	1	0																
45	45	132	132	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	297		articAccentAbove											
45	45	133	133	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	298									82				
45	45	533/4	533/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	299													
45	45	134	134	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	300									83				
45	45	537/4	537/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	301													
45	45	132	132	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	302													
46	46	135	135	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>cantabile</i>"										
46	46	135	135	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	303		articAccentAbove											
46	46	137	137	0.0	1/2	1/2	Spanner	3/4	1	1	0																2
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	304		articAccentAbove											2
46	46	136	136	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	305									84				2
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	306													2
46	46	137	137	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	307									85				2
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	308													2
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	309													
46	46	136	136	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	310									86				
46	46	545/4	545/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	311													
46	46	137	137	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	312									87				
46	46	549/4	549/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	313													
47	47	138	138	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	314													2
47	47	139	139	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	315													2
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	316													2
47	47	139	139	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	317									88				2
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	318													2
47	47	140	140	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	319									89				2
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	320													2
47	47	139	139	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	321									90				
47	47	557/4	557/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	322													
47	47	140	140	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	323									91				
47	47	561/4	561/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	324													
48	48	141	141	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	325		articAccentAbove							92				2
48	48	142	142	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	326									93				2
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	327													2
48	48	143	143	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	328									94				2
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	329													2
48	48	142	142	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	330									95				
48	48	569/4	569/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	331													
48	48	143	143	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	332									96				
48	48	573/4	573/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	333													
49	49	144	144	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	334													2
49	49	145	145	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	335									97				2
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	336													2
49	49	146	146	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	337									98				2
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	338													2
49	49	145	145	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	339									99				
49	49	581/4	581/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	340													
49	49	146	146	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	341									100				
49	49	585/4	585/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	342													
50	50	147	147	0.0	0	0	Spanner	3/4	1	1	0																
50	50	147	147	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	343													
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	344		articAccentAbove											
50	50	148	148	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	345									101				
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	346													
50	50	149	149	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	347									102				
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	348													
50	50	147	147	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	349													
50	50	148	148	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	350									103				
50	50	593/4	593/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	351													
50	50	149	149	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	352									104				
50	50	597/4	597/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	353													
51	51	150	150	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	354													
51	51	151	151	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	355													
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	356													
51	51	151	151	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	357									105				
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	358													
51	51	152	152	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	359													
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	360													
51	51	151	151	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	361									106				
51	51	605/4	605/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	362													
51	51	152	152	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	363									107				
51	51	609/4	609/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	364													
52	52	153	153	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	365									108				
52	52	154	154	0.0	1/4	1/4	Spanner	3/4	1	1	0												108			2	
52	52	154	154	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	366									109			2	
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	367												2	
52	52	155	155	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	368									110			2	
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	369												2	
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	370													
52	52	154	154	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	371									111				
52	52	617/4	617/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	372													
52	52	155	155	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	373									112				
52	52	621/4	621/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	374													
53	53	156	156	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	375												2	
53	53	317/2	317/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																
53	53	157	157	0.25	1/4	1/4	Chord	3/4	1	2	1/16	1/16	1	376									113				
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16	1/16	1	377													
53	53	158	158	0.25	1/2	1/2	Chord	3/4	1	2	1/16	1/16	1	378									114				
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16	1/16	1	379													
53	53	157	157	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	380									115				
53	53	629/4	629/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	381													
53	53	158	158	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	382									116				
53	53	633/4	633/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	383													
54	54	159	159	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>animato</i>"										
54	54	159	159	0.0	0	0	Dynamic	3/4	1	1	0				pp												
54	54	160	160	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	384									117				
54	54	641/4	641/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	385													
54	54	161	161	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	386									118				
54	54	645/4	645/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	387													
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	388													
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	389									119				
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	390													
55	55	163	163	0.0	1/4	1/4	Spanner	3/4	1	1	0																3
55	55	163	163	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	391									120				3
55	55	653/4	653/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	392													3
55	55	164	164	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	393									121				3
55	55	657/4	657/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	394													3
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	395													
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	396									122				
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	397													
56	56	166	166	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	398									123				3
56	56	665/4	665/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	399													3
56	56	167	167	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	400									124				3
56	56	669/4	669/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	401													3
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	402		articAccentBelow											
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	403									125				
56	56	167	167	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	404													
57	57	168	168	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	405		articAccentStaccatoAbove											3
57	57	169	169	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	406									126				3
57	57	677/4	677/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	407													3
57	57	339/2	339/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																
57	57	170	170	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	408									127				
57	57	681/4	681/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	409													
57	57	169	169	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	410									128				
57	57	677/4	677/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	411													
57	57	170	170	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	412									129				
57	57	681/4	681/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	413													
58	58	171	171	0.0	0	0	Dynamic	3/4	1	1	0				pp												
58	58	172	172	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	414									130				
58	58	689/4	689/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	415													
58	58	173	173	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	416									131				
58	58	693/4	693/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	417													
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	418													
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	419									132				
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	420													
59	59	175	175	0.0	1/4	1/4	Spanner	3/4	1	1	0																4
59	59	175	175	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	421									133				4
59	59	701/4	701/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	422													4
59	59	176	176	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	423									134				4
59	59	705/4	705/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	424													4
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	425													
59	59	175	175	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	426									135				
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	427													
60	60	178	178	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	428									136				4
60	60	713/4	713/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	429													4
60	60	179	179	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	430									137				4
60	60	717/4	717/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	431													4
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	432		articAccentBelow											
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	433									138				
60	60	179	179	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	434													
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	435		articAccentStaccatoAbove											4
61	61	181	181	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	436									139				4
61	61	725/4	725/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	437													4
61	61	363/2	363/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																
61	61	182	182	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	438									140				
61	61	729/4	729/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	439													
61	61	181	181	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	440									141				
61	61	725/4	725/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	441													
61	61	182	182	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	442									142				
61	61	729/4	729/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	443													
62	62	183	183	0.0	0	0	Dynamic	3/4	1	1	0				p												
62	62	184	184	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	444									143				
62	62	737/4	737/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	445													
62	62	185	185	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	446									144				
62	62	741/4	741/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	447													
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	448													
62	62	184	184	0.0	1/4	1/4	Spanner	3/4	2	1	0																5
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	449									145				5
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	450													5
63	63	186	186	0.0	0	0	StaffText	3/4	1	1	0						cresc.										
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	451		articAccentStaccatoAbove											
63	63	187	187	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	452									146				
63	63	749/4	749/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	453													
63	63	188	188	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	454									147				
63	63	753/4	753/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	455													
63	63	186	186	0.0	0	0	Spanner	3/4	2	1	0																
63	63	187	187	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	456									148				
63	63	749/4	749/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	457													
63	63	188	188	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	458									149				
63	63	753/4	753/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	459													
64	64	190	190	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	460									150				
64	64	761/4	761/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	461													
64	64	191	191	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	462									151				
64	64	765/4	765/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	463													
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	464		articAccentBelow											
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	465									152				
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	466													
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	467		articAccentStaccatoAbove											
65	65	193	193	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	468									153				
65	65	773/4	773/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	469													
65	65	194	194	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	470									154				
65	65	777/4	777/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	471													
65	65	193	193	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	472									155				
65	65	773/4	773/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	473													
65	65	194	194	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	474									156				
65	65	777/4	777/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	475													
66	66	195	195	0.0	0	0	StaffText	3/4	1	1	0						"<i><font size=""9""/><font face=""Times New Roman""/>dim e un  poco ritard</i>"										
66	66	195	195	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	476		articAccentBelow											
66	66	196	196	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	477													
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	478													
66	66	197	197	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	479													
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	480													
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	481													
67	67	198	198	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	482													
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	483													
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	484													
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	485													
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	486													
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	487													
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	488													
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	489													
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	490													
69	69	206	206	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	491													
69	69	204	204	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	492													
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	493													
69	69	205	205	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	494													
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	495													
70	70	207	207	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"										
70	70	207	207	0.0	0	0	Dynamic	3/4	1	1	0				p												
70	70	208	208	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	496									157				
70	70	833/4	833/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	497													
70	70	209	209	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	498									158				
70	70	837/4	837/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	499													
70	70	207	207	0.0	0	0	Spanner	3/4	2	1	0													2	2		
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	500										2	2		
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	501		articStaccatoAbove								2	2		
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	502		articStaccatoAbove								2	2		
71	71	211	211	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	503									159				
71	71	845/4	845/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	504													
71	71	212	212	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	505									160				
71	71	849/4	849/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	506									160				
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	507										2	2		
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	508		articStaccatoAbove								2	2		
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	509		articStaccatoAbove								2	2		
72	72	214	214	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	510									161				
72	72	857/4	857/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	511													
72	72	215	215	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	512													
72	72	861/4	861/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	513													
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	514										2	2		
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	515		articStaccatoAbove								2	2		
