mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
28	28	333/4	333/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	549								
28	28	167/2	167/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	550								
28	28	335/4	335/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	551								
29	29	84	84	0.0	0	0	Dynamic	3/4	1	1	0				fz							
29	29	84	84	0.0	0	0	Spanner	3/4	1	1	0											
29	29	84	84	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	552		articAccentAbove						
29	29	337/4	337/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	553								
29	29	169/2	169/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	554								
29	29	339/4	339/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	555								
29	29	85	85	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	556								
29	29	341/4	341/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	557								
29	29	171/2	171/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	558								
29	29	343/4	343/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	559								
29	29	86	86	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	560								
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	561								
29	29	173/2	173/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	562								
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	563								
29	29	84	84	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	564								
30	30	87	87	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	565								
30	30	349/4	349/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	566								
30	30	175/2	175/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	567								
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	568								
30	30	88	88	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	569								
30	30	353/4	353/4	0.0	5/16	5/16	StaffText	3/4	1	1	0						"<font size=""11""/><font face=""Times New Roman""/><i>dim.</i>"					
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	570								
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	571								
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	572								
30	30	89	89	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	573								
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	574								
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	575								
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	576								
31	31	90	90	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	577								
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	578								
31	31	181/2	181/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	579								
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	580								
31	31	91	91	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	581								
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	582								
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	583								
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	584								
31	31	92	92	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	585								
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	586								
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	587								
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	588								
32	32	93	93	0.0	0	0	Spanner	3/4	2	1	0								2			
32	32	93	93	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	589					2			
32	32	373/4	373/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	590					2			
32	32	187/2	187/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	591					2			
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	592					2			
32	32	94	94	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	593		articStaccatoBelow			2			
32	32	283/3	283/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	594		articStaccatoBelow			2			
32	32	284/3	284/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	595		articStaccatoBelow			2			
32	32	95	95	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	596		articStaccatoBelow			2			
32	32	286/3	286/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	597		articStaccatoBelow			2			
32	32	287/3	287/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	598		articStaccatoBelow			2			
33	33	96	96	0.0	0	0	Dynamic	3/4	1	1	0				pp							
33	33	96	96	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	599				14				
33	33	385/4	385/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	600				14				
33	33	193/2	193/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	601				14				
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	602				14				
33	33	97	97	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	603				14				
33	33	389/4	389/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	604				14				
33	33	195/2	195/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	605				14				
33	33	391/4	391/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	606				14				
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	607		articStaccatoBelow						
33	33	96	96	0.0	0	0	Spanner	3/4	2	1	0											
33	33	96	96	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	608								
33	33	385/4	385/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	609								
33	33	193/2	193/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	610								
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	611								
33	33	97	97	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	612								
33	33	389/4	389/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	613								
33	33	195/2	195/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	614								
33	33	391/4	391/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	615								
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	616								
33	33	96	96	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	617								
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	618								
34	34	99	99	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	619				15				
34	34	397/4	397/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	620				15				
34	34	199/2	199/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	621				15				
34	34	399/4	399/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	622				15				
34	34	100	100	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	623				15				
34	34	401/4	401/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	624				15				
34	34	201/2	201/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	625				15				
34	34	403/4	403/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	626				15				
34	34	101	101	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	627		articStaccatoBelow						
34	34	99	99	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	628								
34	34	397/4	397/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	629								
34	34	199/2	199/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	630								
34	34	399/4	399/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	631								
34	34	100	100	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	632								
34	34	401/4	401/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	633								
34	34	201/2	201/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	634								
34	34	403/4	403/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	635								
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	636								
34	34	99	99	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	637								
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	638								
35	35	102	102	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	639		articAccentBelow		16				
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	640				16				
35	35	205/2	205/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	641				16				
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	642				16				
35	35	103	103	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	643				16				
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	644				16				
35	35	207/2	207/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	645				16				
35	35	415/4	415/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	646				16				
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	647		articStaccatoBelow						
35	35	102	102	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	648								
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	649								
35	35	205/2	205/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	650								
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	651								
35	35	103	103	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	652								
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	653								
35	35	207/2	207/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	654								
35	35	415/4	415/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	655								
35	35	104	104	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	656								
35	35	102	102	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	657								
35	35	104	104	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	658								
36	36	105	105	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	659		articAccentBelow		17				
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	660				17				
36	36	211/2	211/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	661				17				
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	662				17				
36	36	106	106	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	663				17				
36	36	425/4	425/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	664				17				
36	36	213/2	213/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	665				17				
36	36	427/4	427/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	666				17				
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	667		articStaccatoBelow						
36	36	105	105	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	668								
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	669								
36	36	211/2	211/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	670								
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	671								
36	36	106	106	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	672								
36	36	425/4	425/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	673								
36	36	213/2	213/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	674								
36	36	427/4	427/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	675								
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	676								
36	36	105	105	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	677								
36	36	107	107	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	678								
37	37	108	108	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10""/><font face=""Times New Roman""/><i>cresc.</i>"					
37	37	108	108	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	679		articAccentAbove		18				
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	680				18				
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	681				18				
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	682				18				
37	37	109	109	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	683				18				
37	37	437/4	437/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	684				18				
37	37	219/2	219/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	685				18				
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	686				18				
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	687		articStaccatoAbove						
37	37	108	108	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	688								
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	689								
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	690								
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	691								
37	37	109	109	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	692								
37	37	437/4	437/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	693								
37	37	219/2	219/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	694								
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	695								
37	37	110	110	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	696								
38	38	111	111	0.0	0	0	Dynamic	3/4	1	1	0				f							
38	38	111	111	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	697		articAccentBelow		19				
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	698				19				
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	699				19				
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	700				19				
38	38	112	112	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	701				19				
38	38	449/4	449/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	702				19				
38	38	225/2	225/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	703				19				
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	704				19				
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	705		articStaccatoBelow						
38	38	111	111	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	706		articAccentBelow						
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	707								
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	708								
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	709								
38	38	112	112	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	710								
38	38	449/4	449/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	711								
38	38	225/2	225/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	712								
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	713								
38	38	113	113	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	714								
39	39	457/4	457/4	0.0	1/16	1/16	Dynamic	3/4	1	1	0				pp							
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	715								
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	716		articStaccatoBelow						
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	717								
39	39	115	115	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	718		articStaccatoBelow						
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	719								
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	720		articStaccatoBelow						
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	721								
39	39	116	116	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	722		articStaccatoBelow						
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	723								
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	724		articStaccatoBelow						
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	725								
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	726		articStaccatoBelow						
39	39	115	115	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	727		articStaccatoBelow						
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	728		articStaccatoBelow						
39	39	116	116	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	729		articStaccatoBelow						
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	730		articStaccatoBelow						
40	40	117	117	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	731								
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	732								
40	40	117	117	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	733								
40	40	469/4	469/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	734								
40	40	235/2	235/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	735								
40	40	471/4	471/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	736								
40	40	118	118	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	737								
40	40	473/4	473/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	738								
40	40	237/2	237/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	739								
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	740								
40	40	119	119	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	741								
41	41	120	120	0.0	0	0	Dynamic	3/4	1	1	0				pp							
41	41	120	120	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	742		articAccentAbove						
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	743								
41	41	241/2	241/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	744								
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	745								
41	41	121	121	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	746								
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	747								
41	41	243/2	243/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	748								
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	749								
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	750								
41	41	120	120	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	751		articAccentBelow						
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	752								
41	41	241/2	241/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	753								
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	754								
41	41	121	121	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	755								
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	756								
41	41	243/2	243/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	757								
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	758								
41	41	122	122	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	759								
42	42	123	123	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	760		articAccentAbove						
42	42	493/4	493/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	761								
42	42	247/2	247/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	762								
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	763								
42	42	124	124	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	764								
42	42	497/4	497/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	765								
42	42	249/2	249/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	766								
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	767								
42	42	125	125	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	768								
42	42	123	123	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	769		articAccentBelow						
42	42	493/4	493/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	770								
42	42	247/2	247/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	771								
42	42	495/4	495/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	772								
42	42	124	124	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	773								
42	42	497/4	497/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	774								
42	42	249/2	249/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	775								
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	776								
42	42	125	125	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	777								
43	43	126	126	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	778		articAccentAbove						
43	43	505/4	505/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	779								
43	43	253/2	253/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	780								
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	781								
43	43	127	127	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	782								
43	43	509/4	509/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	783								
43	43	255/2	255/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	784								
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	785								
43	43	128	128	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	786								
43	43	126	126	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	787		articAccentBelow						
43	43	505/4	505/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	788								
43	43	253/2	253/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	789								
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	790								
43	43	127	127	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	791								
43	43	509/4	509/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	792								
43	43	255/2	255/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	793								
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	794								
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	795								
44	44	129	129	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	796		articAccentAbove						
44	44	517/4	517/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	797								
44	44	259/2	259/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	798								
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	799								
44	44	130	130	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	800								
44	44	521/4	521/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	801								
44	44	261/2	261/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	802								
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	803								
44	44	131	131	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	804								
44	44	129	129	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	805		articAccentBelow						
44	44	517/4	517/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	806								
44	44	259/2	259/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	807								
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	808								
44	44	130	130	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	809								
44	44	521/4	521/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	810								
44	44	261/2	261/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	811								
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	812								
44	44	131	131	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	813								
45	45	132	132	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""8""/><font face=""Times New Roman""/><i>cresc.</i>"					
45	45	132	132	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	814		articAccentAbove						
45	45	529/4	529/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	815								
45	45	265/2	265/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	816								
45	45	531/4	531/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	817								
45	45	133	133	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	818								
45	45	533/4	533/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	819								
45	45	267/2	267/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	820								
