mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
74	74	146	146	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	360								
74	74	146	146	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	361								
75	75	148	148	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	362								
75	75	148	148	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	363								
75	75	149	149	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	364		articAccentBelow						
75	75	148	148	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	365				67				
75	75	148	148	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	366								
76	76	150	150	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	367								
76	76	151	151	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	368				68				
76	76	454/3	454/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	369				68				
76	76	455/3	455/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	370								
76	76	150	150	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	371								
76	76	150	150	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	372								
76	76	150	150	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	373								
77	77	152	152	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	374								
77	77	153	153	0.0	1/4	1/4	Spanner	2/4	1	1	0												7
77	77	153	153	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	375				69				7
77	77	460/3	460/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	376				69				7
77	77	461/3	461/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	377								7
77	77	152	152	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	378								7
77	77	305/2	305/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	379								7
77	77	152	152	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	380				70				
77	77	153	153	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	381								
77	77	152	152	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	382								
78	78	154	154	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	383								7
78	78	155	155	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	384				71				7
78	78	466/3	466/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	385				71				7
78	78	467/3	467/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	386								7
78	78	154	154	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	387								7
78	78	309/2	309/2	1.5	1/8	1/8	Chord	2/4	1	2	3/8		1/4	3/2	388								7
78	78	154	154	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	389				72				
78	78	155	155	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	390								
78	78	154	154	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	391								
79	79	156	156	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>poco rit.</i>"					
79	79	156	156	0.0	0	0	Spanner	2/4	1	1	0												
79	79	156	156	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	392				73				
79	79	469/3	469/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	393				73				
79	79	470/3	470/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	394								
79	79	157	157	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	395				74				
79	79	472/3	472/3	0.0	1/3	1/3	Spanner	2/4	1	1	0								74			3	
79	79	472/3	472/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	396				74			3	
79	79	473/3	473/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	397							3	
79	79	156	156	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	398							3	
79	79	156	156	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	399								
79	79	156	156	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	400								
80	80	158	158	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	401				75			3	
80	80	475/3	475/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	402				75			3	
80	80	476/3	476/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	403							3	
80	80	159	159	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	404				76			3	
80	80	478/3	478/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	405				76			3	
80	80	479/3	479/3	0.0	5/12	5/12	Spanner	2/4	1	1	0												
80	80	479/3	479/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	406								
80	80	158	158	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	407								
80	80	158	158	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	408								
80	80	158	158	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	409								
81	81	160	160	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	410								
81	81	160	160	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	411								
81	81	160	160	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	412								
81	81	160	160	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	413								
82	82	162	162	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	414				77				
82	82	162	162	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	415								
82	82	162	162	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	416								
82	82	162	162	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	417								
83	83	164	164	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	418								
83	83	164	164	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	419								
83	83	164	164	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	420								
84	84	166	166	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	421								
84	84	166	166	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	422								
84	84	166	166	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	423								
85	85	168	168	0.0	0	0	Dynamic	2/4	1	1	0					ff							
85	85	168	168	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>a tempo</i>"					
85	85	168	168	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	424		articAccentAbove						
85	85	169	169	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	425		articAccentAbove						
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	426		articAccentAbove						
85	85	169	169	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	427		articAccentBelow						
85	85	168	168	0.0	0	0	Spanner	2/4	2	1	0									1	1		
85	85	168	168	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	428		articAccentAbove			1	1		
85	85	168	168	0.0	0	0	Chord	2/4	2	2	0	acciaccatura	1/8	1	429					1	1		
85	85	168	168	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	430					1	1		
86	86	170	170	0.0	0	0	Spanner	2/4	1	1	0											4	
86	86	170	170	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	431		articAccentAbove					4	
86	86	171	171	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	432		articAccentAbove					4	
86	86	170	170	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	433		articAccentBelow					4	
86	86	341/2	341/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	434		articAccentBelow					4	
86	86	171	171	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	435		articAccentBelow					4	
86	86	170	170	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	436					1	1		
86	86	170	170	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	437					1	1		
87	87	172	172	0.0	0	0	Spanner	2/4	1	1	0												
87	87	172	172	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	438		articAccentBelow						
87	87	173	173	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>rit.</i>"					
87	87	173	173	0.0	1/4	1/4	Dynamic	2/4	1	1	0					p							
87	87	173	173	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	439								
87	87	172	172	0.0	0	0	Spanner	2/4	2	1	0												
87	87	173	173	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	440				78				
88	88	174	174	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	441								
88	88	174	174	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	442				78				
88	88	175	175	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	443								
89	89	177	177	0.0	1/4	1/4	Dynamic	2/4	1	1	0					pp							
89	89	177	177	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	444								
89	89	177	177	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	445								
90	90	178	178	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	446								
90	90	178	178	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	447								
