mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Trill:trill
34	34	128	128	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	501										3	3					
34	34	257/2	257/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	502										3	3					
34	34	129	129	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	503										3	3					
34	34	259/2	259/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	504										3	3					
34	34	130	130	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	505										3	3					
34	34	261/2	261/2	0.0	3/4	3/4	Spanner	9/8	2	1	0																				
34	34	261/2	261/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	506																
34	34	131	131	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	507																
34	34	263/2	263/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	508																
34	34	129	129	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	509									56							
34	34	261/2	261/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	510									56							
35	35	132	132	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	511																
35	35	132	132	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	512		articAccentAbove							57							
35	35	267/2	267/2	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	513																
35	35	132	132	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	514																
35	35	265/2	265/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	515																
35	35	133	133	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	516																
35	35	267/2	267/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	517																
35	35	134	134	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	518																
35	35	269/2	269/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	519																
35	35	135	135	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	520																
35	35	271/2	271/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	521																
35	35	136	136	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	522																
35	35	132	132	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	523									56							
35	35	267/2	267/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	524									56							
35	35	135	135	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	525																
36	36	273/2	273/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	526																
36	36	138	138	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	527																
36	36	273/2	273/2	0.0	0	0	Spanner	9/8	2	1	0														4	4					
36	36	137	137	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	528										4	4					
36	36	275/2	275/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	529										4	4					
36	36	138	138	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	530										4	4					
36	36	277/2	277/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	531										4	4					
36	36	139	139	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	532										4	4					
36	36	279/2	279/2	0.0	3/4	3/4	Spanner	9/8	2	1	0																				
36	36	279/2	279/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	533																
36	36	140	140	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	534																
36	36	281/2	281/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	535																
36	36	138	138	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	536									58							
36	36	279/2	279/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	537									58							
37	37	141	141	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	538																
37	37	141	141	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	539		articAccentAbove														
37	37	567/4	567/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	540		articTenutoAbove														
37	37	142	142	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	541		articTenutoAbove														
37	37	285/2	285/2	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	542																
37	37	141	141	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	543																
37	37	283/2	283/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	544																
37	37	142	142	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	545																
37	37	285/2	285/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	546																
37	37	143	143	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	547																
37	37	287/2	287/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	548																
37	37	144	144	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	549																
37	37	289/2	289/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	550																
37	37	145	145	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	551																
37	37	141	141	1.5	0	0	Chord	9/8	2	2	3/8		1/4	3/2	552									58							
37	37	285/2	285/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	553									58							
37	37	144	144	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	554																
38	38	291/2	291/2	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	555																
38	38	585/4	585/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	556									59							
38	38	147	147	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	557									59							
38	38	591/4	591/4	0.0	9/16	9/16	Spanner	9/8	1	1	0													59					6		
38	38	591/4	591/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	558		articTenutoBelow							59					6		
38	38	297/2	297/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	559		articTenutoAbove							59					6		
38	38	597/4	597/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	560		articTenutoAbove							59					6		
38	38	291/2	291/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	561																
38	38	146	146	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	562																
38	38	293/2	293/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	563																
38	38	147	147	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	564																
38	38	295/2	295/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	565																
38	38	148	148	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	566																
38	38	297/2	297/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	567																
38	38	149	149	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	568																
38	38	299/2	299/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	569																
39	39	150	150	0.0	0	0	Spanner	9/8	1	1	0													59							
39	39	150	150	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	570									59							
39	39	150	150	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	571									59							
39	39	303/2	303/2	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	572																
39	39	150	150	0.0	0	0	Spanner	9/8	1	2	0																	7			
39	39	150	150	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	573		articAccentBelow							60				7			
39	39	153	153	0.0	3/4	3/4	Spanner	9/8	1	2	0																				
39	39	153	153	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	574																
39	39	150	150	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	575																
39	39	301/2	301/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	576																
39	39	151	151	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	577																
39	39	303/2	303/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	578																
39	39	152	152	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	579																
39	39	305/2	305/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	580																
39	39	153	153	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	581																
39	39	307/2	307/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	582																
39	39	154	154	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	583																
40	40	309/2	309/2	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	584																
40	40	621/4	621/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	585									61							
40	40	156	156	0.0	3/8	3/8	Spanner	9/8	1	1	0													61					7		
40	40	156	156	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	586									61					7		
40	40	627/4	627/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	587		articTenutoBelow							61					7		
40	40	315/2	315/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	588		articTenutoBelow							61					7		
40	40	633/4	633/4	0.0	15/16	15/16	Spanner	9/8	1	1	0													61							
40	40	633/4	633/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	589		articTenutoBelow							61							
40	40	309/2	309/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	590																
40	40	155	155	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	591																
40	40	311/2	311/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	592																
40	40	156	156	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	593																
40	40	313/2	313/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	594																
40	40	157	157	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	595																
40	40	315/2	315/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	596																
40	40	158	158	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	597																
40	40	317/2	317/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	598																
41	41	159	159	0.0	0	0	Chord	9/8	1	1	0	acciaccatura	1/8	1	599									61							
41	41	159	159	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	600									61							
41	41	321/2	321/2	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	601																
41	41	159	159	0.0	0	0	Spanner	9/8	1	2	0																	8			
41	41	159	159	3.0	0	0	Chord	9/8	1	2	3/4		1/2	3/2	602		articAccentBelow							62				8			
41	41	162	162	0.0	3/4	3/4	Spanner	9/8	1	2	0																				
41	41	162	162	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	603																
41	41	159	159	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	604																
41	41	319/2	319/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	605																
41	41	160	160	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	606																
41	41	321/2	321/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	607																
41	41	161	161	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	608																
41	41	323/2	323/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	609																
41	41	162	162	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	610																
41	41	325/2	325/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	611																
41	41	163	163	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	612																
42	42	327/2	327/2	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	613									63							
42	42	657/4	657/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	614									63							
42	42	165	165	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	615									63							
42	42	331/2	331/2	0.0	1/2	1/2	Spanner	9/8	1	1	0													63						1	
42	42	663/4	663/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	616		articTenutoAbove							63						1	
42	42	333/2	333/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	617		articTenutoAbove							63						1	
42	42	669/4	669/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	618		articTenutoAbove													1	
42	42	327/2	327/2	0.0	0	0	Dynamic	9/8	1	2	0					p														1	
42	42	164	164	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	619															1	
42	42	329/2	329/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	620															1	
42	42	165	165	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	621															1	
42	42	331/2	331/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	622															1	
42	42	166	166	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	623															1	
42	42	333/2	333/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	624															1	
42	42	167	167	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	625															1	
42	42	335/2	335/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	626															1	
42	42	327/2	327/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	627																
42	42	164	164	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	628																
42	42	329/2	329/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	629																
42	42	165	165	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	630																
42	42	331/2	331/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	631																
42	42	166	166	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	632																
42	42	333/2	333/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	633																
42	42	167	167	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	634																
42	42	335/2	335/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	635																
43	43	168	168	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	636									64						1	
43	43	675/4	675/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	637															1	
43	43	339/2	339/2	0.0	3/8	3/8	StaffText	9/8	1	1	0							.												1	
43	43	339/2	339/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	638		articTenutoAbove													1	
43	43	681/4	681/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	639		articTenutoAbove													1	
43	43	171	171	0.0	3/4	3/4	Spanner	9/8	1	1	0																				
43	43	171	171	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	640		articTenutoAbove														
43	43	687/4	687/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	641		articTenutoAbove														
43	43	337/2	337/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	642																
43	43	169	169	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	643																
43	43	339/2	339/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	644																
43	43	170	170	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	645																
43	43	341/2	341/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	646																
43	43	171	171	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	647																
43	43	343/2	343/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	648																
43	43	172	172	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	649																
43	43	168	168	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	650																
43	43	337/2	337/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	651																
43	43	169	169	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	652																
43	43	339/2	339/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	653																
43	43	170	170	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	654																
43	43	341/2	341/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	655																
43	43	171	171	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	656																
43	43	343/2	343/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	657																
43	43	172	172	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	658																
44	44	345/2	345/2	0.0	0	0	Dynamic	9/8	1	1	0					f															
44	44	345/2	345/2	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	659		articAccentAbove							65							
44	44	351/2	351/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	660																
44	44	173	173	0.0	1/8	1/8	Spanner	9/8	1	2	0																	9			
44	44	173	173	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	661													9			
44	44	347/2	347/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	662													9			
44	44	174	174	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	663													9			
44	44	349/2	349/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	664													9			
44	44	175	175	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	665													9			
44	44	351/2	351/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	666													9			
44	44	176	176	0.0	7/8	7/8	Spanner	9/8	1	2	0																				
44	44	176	176	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	667																
44	44	353/2	353/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	668																
44	44	173	173	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	669																
44	44	347/2	347/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	670																
44	44	174	174	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	671																
44	44	349/2	349/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	672																
44	44	175	175	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	673																
44	44	351/2	351/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	674																
44	44	176	176	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	675																
44	44	353/2	353/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	676																
44	44	345/2	345/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	677																
44	44	351/2	351/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	678																
45	45	177	177	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	679									66							
45	45	711/4	711/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	680																
45	45	357/2	357/2	0.0	3/8	3/8	StaffText	9/8	1	1	0							.													
45	45	357/2	357/2	0.0	3/8	3/8	Spanner	9/8	1	1	0																		8		
45	45	357/2	357/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	681		articTenutoAbove												8		
45	45	717/4	717/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	682		articTenutoAbove												8		
45	45	180	180	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	683		articTenutoAbove												8		
45	45	723/4	723/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	684		articTenutoAbove												8		
45	45	355/2	355/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	685														8		
45	45	178	178	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	686														8		
45	45	357/2	357/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	687														8		
45	45	179	179	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	688														8		
45	45	359/2	359/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	689														8		
45	45	180	180	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	690														8		
45	45	361/2	361/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	691														8		
45	45	181	181	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	692														8		
45	45	177	177	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	693																
45	45	355/2	355/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	694																
45	45	178	178	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	695																
45	45	357/2	357/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	696																
45	45	179	179	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	697																
45	45	359/2	359/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	698																
45	45	180	180	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	699																
45	45	361/2	361/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	700																
45	45	181	181	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	701																
46	46	363/2	363/2	0.0	0	0	Dynamic	9/8	1	1	0					ff															
46	46	363/2	363/2	0.0	0	0	Spanner	9/8	1	1	0																				
46	46	363/2	363/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	702		articAccentAbove							67							
46	46	183	183	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	703									67							
46	46	735/4	735/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	704																
46	46	369/2	369/2	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	705		articTenutoAbove														
46	46	741/4	741/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	706		articTenutoAbove														
46	46	182	182	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	707																
46	46	365/2	365/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	708																
46	46	183	183	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	709																
46	46	367/2	367/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	710																
46	46	184	184	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	711																
46	46	185	185	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	712																
46	46	371/2	371/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	713																
46	46	363/2	363/2	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	714																
46	46	182	182	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	715																
46	46	365/2	365/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	716																
46	46	183	183	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	717																
46	46	367/2	367/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	718																
46	46	184	184	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	719																
46	46	369/2	369/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	720																
46	46	185	185	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	721																
46	46	371/2	371/2	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	722																
47	47	186	186	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	723		articTenutoAbove														
47	47	747/4	747/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	724		articTenutoAbove														
47	47	375/2	375/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	725		articTenutoAbove														
47	47	753/4	753/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	726		articTenutoAbove														
47	47	189	189	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	727		articTenutoAbove														
47	47	759/4	759/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	728		articTenutoAbove														
47	47	373/2	373/2	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	729																
47	47	187	187	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	730																
47	47	375/2	375/2	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	731																
47	47	188	188	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	732																
47	47	377/2	377/2	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	733																
47	47	189	189	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	734																
47	47	379/2	379/2	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	735																
47	47	190	190	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	736																
47	47	186	186	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	737																
47	47	373/2	373/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	738																
47	47	187	187	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	739																
47	47	375/2	375/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8		1/8	1	740																
47	47	188	188	0.5	1/2	1/2	Chord	9/8	2	1	1/8		1/8	1	741																
47	47	377/2	377/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8		1/8	1	742																
47	47	189	189	0.5	3/4	3/4	Chord	9/8	2	1	1/8		1/8	1	743																
47	47	379/2	379/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8		1/8	1	744																
47	47	190	190	0.5	1	1	Chord	9/8	2	1	1/8		1/8	1	745																
48	48	381/2	381/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	746		articAccentAbove							68							
48	48	192	192	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	747																
48	48	381/2	381/2	0.0	0	0	Spanner	9/8	1	2	0																	10			
48	48	191	191	0.5	1/8	1/8	Chord	9/8	1	2	1/8		1/8	1	748													10			
48	48	383/2	383/2	0.5	1/4	1/4	Chord	9/8	1	2	1/8		1/8	1	749													10			
48	48	192	192	0.5	3/8	3/8	Chord	9/8	1	2	1/8		1/8	1	750													10			
48	48	385/2	385/2	0.5	1/2	1/2	Chord	9/8	1	2	1/8		1/8	1	751													10			
48	48	193	193	0.5	5/8	5/8	Chord	9/8	1	2	1/8		1/8	1	752													10			
48	48	387/2	387/2	0.5	3/4	3/4	Chord	9/8	1	2	1/8		1/8	1	753													10			
48	48	194	194	0.5	7/8	7/8	Chord	9/8	1	2	1/8		1/8	1	754													10			
48	48	389/2	389/2	0.0	1	1	Spanner	9/8	1	2	0																				
48	48	389/2	389/2	0.5	1	1	Chord	9/8	1	2	1/8		1/8	1	755																
48	48	381/2	381/2	0.0	0	0	Chord	9/8	2	1	0	acciaccatura	1/8	1	756																
48	48	381/2	381/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	757		articAccentAbove							69							
48	48	387/2	387/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	758																
49	49	195	195	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	759		articTenutoAbove														
49	49	783/4	783/4	0.75	3/16	3/16	Chord	9/8	1	1	3/16		1/8	3/2	760		articTenutoAbove														
49	49	393/2	393/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	761		articTenutoAbove														
49	49	789/4	789/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	762		articTenutoAbove														
