mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
179	179	357	357	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1493		articAccentAbove				128			
179	179	2857/8	2857/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1494						128			
179	179	1429/4	1429/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1495						128			
179	179	2859/8	2859/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1496						128			
179	179	715/2	715/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1497		articStaccatoAbove							
179	179	356	356	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1498		articStaccatoBelow							
179	179	713/2	713/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1499		articStaccatoBelow							
179	179	357	357	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1500		articStaccatoBelow							
179	179	715/2	715/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1501		articStaccatoBelow							
180	180	717/2	717/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	1502		articTenutoBelow							
180	180	358	358	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1503		articStaccatoBelow							
180	180	717/2	717/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1504		articStaccatoBelow							
180	180	359	359	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1505		articStaccatoBelow							
180	180	719/2	719/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1506		articStaccatoBelow							
181	181	360	360	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1507		articAccentAbove				129			
181	181	2881/8	2881/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1508						129			
181	181	1441/4	1441/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1509						129			
181	181	2883/8	2883/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1510						129			
181	181	721/2	721/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1511		articStaccatoAbove							
181	181	361	361	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1512		articAccentAbove				130			
181	181	2889/8	2889/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1513						130			
181	181	1445/4	1445/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1514						130			
181	181	2891/8	2891/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1515						130			
181	181	723/2	723/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1516		articStaccatoAbove							
181	181	360	360	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1517		articStaccatoBelow							
181	181	721/2	721/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1518		articStaccatoBelow							
181	181	361	361	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1519		articStaccatoBelow							
181	181	723/2	723/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1520		articStaccatoBelow							
182	182	725/2	725/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1521		articStaccatoBelow							
182	182	363	363	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1522		articAccentBelow				131			
182	182	2905/8	2905/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1523						131			
182	182	1453/4	1453/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1524						131			
182	182	2907/8	2907/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1525						131			
182	182	727/2	727/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1526		articStaccatoBelow							
182	182	362	362	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1527		articStaccatoBelow							
182	182	725/2	725/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1528		articStaccatoBelow							
182	182	363	363	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1529		articStaccatoBelow							
182	182	727/2	727/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1530		articStaccatoBelow							
183	183	729/2	729/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1531		articStaccatoBelow							
183	183	365	365	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1532		articAccentBelow				132			
183	183	2921/8	2921/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1533						132			
183	183	1461/4	1461/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1534						132			
183	183	2923/8	2923/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1535						132			
183	183	731/2	731/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1536		articStaccatoBelow							
183	183	364	364	0.0	0	0	Dynamic	2/4	2	1	0					other-dynamics								
183	183	364	364	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1537		articStaccatoBelow							
183	183	729/2	729/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1538		articStaccatoBelow							
183	183	365	365	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1539		articStaccatoBelow							
183	183	731/2	731/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1540		articStaccatoBelow							
184	184	733/2	733/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1541		articStaccatoBelow							
184	184	367	367	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1542		articAccentBelow				133			
184	184	2937/8	2937/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1543						133			
184	184	1469/4	1469/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1544						133			
184	184	2939/8	2939/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1545						133			
184	184	735/2	735/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1546		articStaccatoBelow							
184	184	366	366	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1547		articStaccatoBelow							
184	184	733/2	733/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					other-dynamics								
184	184	733/2	733/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1548		articStaccatoBelow							
184	184	367	367	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1549		articStaccatoBelow							
184	184	735/2	735/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1550		articStaccatoBelow							
185	185	737/2	737/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1551		articStaccatoBelow							
185	185	369	369	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1552		articAccentBelow				134			
185	185	2953/8	2953/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1553						134			
185	185	1477/4	1477/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1554						134			
185	185	2955/8	2955/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1555						134			
185	185	739/2	739/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1556		articStaccatoBelow							
185	185	368	368	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1557		articStaccatoBelow							
185	185	737/2	737/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1558		articStaccatoBelow							
185	185	369	369	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1559		articStaccatoBelow							
185	185	739/2	739/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1560		articStaccatoBelow							
186	186	743/2	743/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1561						135			
186	186	2973/8	2973/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1562						135			
186	186	1487/4	1487/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1563						135			
186	186	2975/8	2975/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1564						135			
186	186	370	370	0.0	0	0	Dynamic	2/4	2	1	0					pp								
186	186	370	370	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1565		articStaccatoBelow							
186	186	741/2	741/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1566		articStaccatoBelow							
186	186	371	371	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1567		articStaccatoBelow							
186	186	743/2	743/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1568		articStaccatoBelow							
187	187	372	372	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1569		articStaccatoAbove							
187	187	745/2	745/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1570		articStaccatoAbove							
187	187	373	373	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1571		articStaccatoAbove							
187	187	747/2	747/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1572		articStaccatoAbove							
187	187	372	372	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1573		articStaccatoBelow							
187	187	745/2	745/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1574		articStaccatoBelow							
187	187	373	373	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1575		articStaccatoBelow							
187	187	747/2	747/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1576		articStaccatoBelow							
188	188	374	374	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1577		articStaccatoAbove							
188	188	749/2	749/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1578		articStaccatoAbove							
188	188	375	375	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1579		articStaccatoAbove							
188	188	751/2	751/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1580		articStaccatoAbove							
188	188	374	374	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1581		articStaccatoBelow							
188	188	749/2	749/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1582		articStaccatoBelow							
188	188	375	375	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1583		articStaccatoBelow							
188	188	751/2	751/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1584		articStaccatoBelow							
189	189	376	376	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1585		articStaccatoAbove							
189	189	753/2	753/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1586		articStaccatoAbove							
189	189	377	377	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1587		articStaccatoAbove							
189	189	755/2	755/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1588									
189	189	376	376	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1589		articStaccatoBelow							
189	189	753/2	753/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1590		articStaccatoBelow							
189	189	377	377	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1591		articStaccatoBelow							
189	189	755/2	755/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1592		articStaccatoBelow							
190	190	378	378	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1593									
190	190	378	378	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1594		articStaccatoBelow							
190	190	757/2	757/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1595		articStaccatoBelow							
190	190	379	379	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1596		articStaccatoBelow							
190	190	759/2	759/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1597		articStaccatoBelow							
191	191	380	380	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1598		articStaccatoBelow							
191	191	761/2	761/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1599		articStaccatoBelow							
191	191	381	381	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1600		articStaccatoBelow							
191	191	763/2	763/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1601		articStaccatoBelow							
192	192	382	382	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1602		articStaccatoAbove							
192	192	765/2	765/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1603		articStaccatoAbove							
192	192	383	383	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1604		articStaccatoAbove							
192	192	767/2	767/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1605		articAccentAbove							
193	193	384	384	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1606									
194	194	386	386	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1607		articAccentAbove							
194	194	1545/4	1545/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1608									
194	194	386	386	0.0	0	0	Dynamic	2/4	2	1	0					ff								
194	194	386	386	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1609		articAccentBelow							
194	194	1545/4	1545/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1610									
