mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	263								
53	53	104	104	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	264		articAccentBelow		30				
53	53	105	105	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	265				30				
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	266				30				
54	54	213/2	213/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	267								
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	268								
54	54	106	106	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	269		articAccentBelow		31				
54	54	107	107	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	270								
55	55	108	108	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	271								
55	55	108	108	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	272								
56	56	110	110	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/>espressivo"					
56	56	110	110	0.0	0	0	StaffText	2/4	1	1	0							poco mosso					
56	56	110	110	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	273								
56	56	111	111	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	274								
56	56	447/4	447/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	275								
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	276				32				
56	56	111	111	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	277				32				
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	278								
56	56	221/2	221/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	279								
57	57	112	112	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	280				33				
57	57	113	113	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	281								
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	282				34				
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	283				34				
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	284								
57	57	225/2	225/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	285								
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	286				35				
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	287				35				
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	288				35				
58	58	115	115	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	289				35				
58	58	115	115	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	290				35				
58	58	115	115	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	291				35				
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	292				35				
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	293				35				
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	294				35				
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	295				36				
58	58	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	296				36				
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	297								
58	58	229/2	229/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	298								
59	59	116	116	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	299								
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	300				37				
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301				37				
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	302								
59	59	233/2	233/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	303								
60	60	118	118	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	304								
60	60	119	119	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	305								
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	306								
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	307				38				
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	308				38				
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	309								
60	60	237/2	237/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	310								
61	61	120	120	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	311				39				
61	61	121	121	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	312								
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	313				40				
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	314				40				
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	315								
61	61	241/2	241/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	316								
62	62	489/4	489/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	317				41				
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	318				41				
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	319				41				
62	62	123	123	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	320				41				
62	62	123	123	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	321				41				
62	62	123	123	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	322				41				
62	62	493/4	493/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	323				41				
62	62	247/2	247/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	324				41				
62	62	495/4	495/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	325				41				
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	326				42				
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	327				42				
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	328								
62	62	245/2	245/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	329								
63	63	124	124	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	330								
63	63	249/2	249/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	331				43				
63	63	125	125	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	332				43				
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	333								
63	63	249/2	249/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	334								
64	64	126	126	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""9""/><font face=""Times New Roman""/>cresc. ed agitato"					
64	64	126	126	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	335								
64	64	127	127	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	336								
64	64	511/4	511/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	337								
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	338				44				
64	64	127	127	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	339				44				
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	340								
64	64	253/2	253/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	341								
65	65	128	128	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	342				45				
65	65	129	129	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	343				45				
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	344				46				
65	65	129	129	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	345				46				
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	346								
65	65	257/2	257/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	347								
66	66	130	130	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	348				45				
66	66	131	131	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	349				45				
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	350				47				
66	66	131	131	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	351				47				
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	352								
66	66	261/2	261/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	353								
67	67	132	132	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	354				45				
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	355				45				
67	67	133	133	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	356				45				
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	357								
67	67	265/2	265/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	358				48				
67	67	133	133	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	359				48				
67	67	267/2	267/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	360								
67	67	265/2	265/2	1.5	1/8	1/8	Chord	2/4	2	2	3/8		1/4	3/2	361								
68	68	134	134	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	362				49				
68	68	135	135	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	363								
68	68	269/2	269/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	364				50				
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	365				50				
68	68	271/2	271/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	366				50				
69	69	136	136	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	367								
69	69	136	136	0.0	0	0	Spanner	2/4	2	1	0								50				1
69	69	136	136	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	368				50				1
69	69	273/2	273/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	369				50				1
69	69	137	137	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	370				50				1
69	69	275/2	275/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	371								1
70	70	138	138	0.0	0	0	Dynamic	2/4	1	1	0					f							
70	70	138	138	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	372				51				
70	70	139	139	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	373								
70	70	138	138	0.0	0	0	Spanner	2/4	2	1	0												
70	70	277/2	277/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	374				52				
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	375				52				
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	376				52				
71	71	140	140	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	377								
71	71	140	140	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	378				52				
71	71	281/2	281/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	379				52				
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	380				52				
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	381								
72	72	142	142	0.0	0	0	Spanner	2/4	1	1	0											2	
72	72	142	142	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	382							2	
72	72	142	142	0.0	0	0	Spanner	2/4	2	1	0									1	1		
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	383				53	1	1		
72	72	143	143	0.0	1/4	1/4	StaffText	2/4	2	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>rit.</i>"	53	1	1		
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	384				53	1	1		
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	385				53	1	1		
73	73	144	144	0.0	0	0	Spanner	2/4	1	1	0												
73	73	144	144	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	386								
73	73	144	144	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	387				53	1	1		
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	388					1	1		
73	73	145	145	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	389					1	1		
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	390					1	1		
74	74	147	147	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	391		articAccentAbove		54	1	1		
75	75	148	148	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	392				54	1	1		
75	75	149	149	0.0	1/4	1/4	Spanner	2/4	2	1	0								54	1	1	3	
75	75	149	149	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	393				54	1	1	3	
76	76	150	150	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	394				54	1	1	3	
76	76	301/2	301/2	0.0	1/8	1/8	Spanner	2/4	2	1	0								54	1	1		
76	76	301/2	301/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	395				54	1	1		
76	76	151	151	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	396				54	1	1		
76	76	303/2	303/2	0.0	3/8	3/8	Spanner	2/4	2	1	0								54				
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	397				54				
77	77	152	152	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	398				54				
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	399				54				
77	77	153	153	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	400				54				
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	401								
78	78	154	154	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><font face=""Times New Roman""/><b>Tempo I.</b>"					
78	78	154	154	0.0	0	0	Dynamic	2/4	1	1	0					p							
78	78	309/2	309/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	402								
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	403								
78	78	154	154	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	404		articAccentBelow		55				
78	78	155	155	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	405				55				
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	406				55				
79	79	313/2	313/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	407								
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	408								
79	79	156	156	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	409		articAccentBelow		55				
79	79	157	157	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	410				55				
80	80	317/2	317/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	411								
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	412								
80	80	158	158	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	413		articAccentBelow		55				
80	80	159	159	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	414				55				
80	80	639/4	639/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	415				55				
81	81	321/2	321/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	416								
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	417								
81	81	160	160	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	418		articAccentBelow						
82	82	325/2	325/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	419								
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	420								
82	82	162	162	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	421		articAccentBelow		56				
82	82	163	163	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	422				56				
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	423				56				
83	83	329/2	329/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	424								
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	425								
83	83	164	164	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	426		articAccentBelow		56				
83	83	165	165	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	427				56				
84	84	333/2	333/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	428								
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	429								
84	84	166	166	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	430		articAccentBelow		56				
84	84	167	167	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	431				56				
84	84	671/4	671/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	432				56				
85	85	337/2	337/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	433								
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	434								
85	85	168	168	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	435		articAccentAbove		56				
85	85	168	168	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	436								
85	85	169	169	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	437								
86	86	341/2	341/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	438								
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	439								
86	86	170	170	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	440		articAccentAbove		57				
86	86	171	171	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	441				57				
86	86	687/4	687/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	442				57				
87	87	345/2	345/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	443								
87	87	347/2	347/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	444								
87	87	172	172	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	445		articAccentAbove		57				
87	87	173	173	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	446				57				
88	88	349/2	349/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	447								
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	448								
88	88	174	174	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	449		articAccentAbove		57				
88	88	175	175	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	450				57				
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	451				57				
89	89	353/2	353/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	452								
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	453								
89	89	176	176	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	454		articAccentBelow						
90	90	357/2	357/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	455								
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	456								
90	90	178	178	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	457		articAccentBelow		58				
90	90	179	179	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	458				58				
90	90	719/4	719/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	459				58				
91	91	361/2	361/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	460								
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	461								
91	91	180	180	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	462		articAccentBelow		58				
91	91	181	181	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	463				58				
92	92	365/2	365/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	464								
92	92	367/2	367/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	465								
92	92	182	182	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	466		articAccentBelow		58				
92	92	183	183	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	467				58				
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	468				58				
93	93	369/2	369/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	469								
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	470								
93	93	184	184	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	471		articAccentBelow		59				
93	93	185	185	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	472								
94	94	186	186	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	473								
94	94	186	186	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	474								
95	95	377/2	377/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	475								
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	476								
95	95	188	188	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""8""/><font face=""Times New Roman""/><i>morendo</i>"					
95	95	188	188	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	477		articAccentBelow		60				
95	95	189	189	0.0	1/4	1/4	Spanner	2/4	2	1	0									2	2		
95	95	189	189	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	478					2	2		
96	96	190	190	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	479								
96	96	190	190	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	480					2	2		
97	97	192	192	0.0	0	0	Dynamic	2/4	1	1	0					pp							
97	97	192	192	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	481								
97	97	192	192	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	482					2	2		
97	97	194	194	0.0	1/2	1/2	Spanner	2/4	2	1	0												
