mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
1	1	0	0	0.0	0	0	Dynamic	3/4	1	1	0					p												
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	1.0					
1	1	0	0	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	0													
1	1	1/2	1/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1													
1	1	3/2	3/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	2													
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3													
1	1	0	0	0.0	0	0	Spanner	3/4	2	1	0																0	0
2	2	3	3	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantabile"										
2	2	3	3	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	4									0				
2	2	7/2	7/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5									0				
2	2	4	4	0.0	1/4	1/4	Spanner	3/4	1	1	0													0		0		
2	2	4	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	6									0		0		
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	7									0		0		
2	2	5	5	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	8									0		0		
2	2	11/2	11/2	0.0	5/8	5/8	Spanner	3/4	1	1	0													0				
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	9									0				
2	2	3	3	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	10													
2	2	7/2	7/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	11													
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	12													
2	2	5	5	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	13													
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	14													
2	2	3	3	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	15												0	0
3	3	6	6	0.0	0	0	Spanner	3/4	1	1	0													0	0			
3	3	6	6	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	16									0	0			
3	3	7	7	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
3	3	7	7	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	17													
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	18													
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	19													
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	20													
3	3	6	6	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cantabile"										
3	3	6	6	0.0	0	0	Spanner	3/4	2	1	0																	
3	3	6	6	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	21													
3	3	13/2	13/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	22													
3	3	7	7	0.0	1/4	1/4	Spanner	3/4	2	1	0															1		
3	3	7	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	23											1		
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	24											1		
3	3	8	8	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	25											1		
3	3	17/2	17/2	0.0	5/8	5/8	Spanner	3/4	2	1	0																	
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	26													
3	3	6	6	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	27													
4	4	9	9	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	28									1				
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	29									1				
4	4	10	10	0.0	1/4	1/4	Spanner	3/4	1	1	0													1		2		
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	30									1		2		
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	31									1		2		
4	4	11	11	0.0	1/2	1/2	Spanner	3/4	1	1	0													1				
4	4	11	11	0.0	1/2	1/2	Spanner	3/4	1	1	0													1	1			
4	4	11	11	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	32									1	1			
4	4	34/3	34/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	33									1	1			
4	4	23/2	23/2	0.0	5/8	5/8	Spanner	3/4	1	1	0													1				
4	4	35/3	35/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	34									1				
4	4	19/2	19/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	35													
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	36													
4	4	11	11	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	37													
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	38													
4	4	9	9	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cresc."										
4	4	9	9	0.0	0	0	Spanner	3/4	2	1	0														2			
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	39										2			
4	4	10	10	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
4	4	10	10	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	40													
4	4	9	9	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	41													
5	5	12	12	0.0	0	0	Spanner	3/4	1	1	0													1	3			
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	42									1	3			
5	5	13	13	0.0	1/4	1/4	Spanner	3/4	1	1	0																	
5	5	13	13	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	43													
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	44													
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	45													
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	46													
5	5	12	12	0.0	0	0	Spanner	3/4	2	1	0																1	1
5	5	12	12	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	47												1	1
5	5	12	12	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	48									2			1	1
5	5	25/2	25/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	49									2			1	1
5	5	13	13	0.0	1/4	1/4	Spanner	3/4	2	1	0													2				
5	5	13	13	0.0	1/4	1/4	Spanner	3/4	2	1	0													2		3		
5	5	13	13	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	50									2		3		
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	51									2		3		
5	5	14	14	0.0	1/2	1/2	Spanner	3/4	2	1	0													2				
5	5	14	14	0.0	1/2	1/2	Spanner	3/4	2	1	0													2	4			
5	5	14	14	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12		1/8	2/3	52									2	4			
5	5	43/3	43/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12		1/8	2/3	53									2	4			
5	5	44/3	44/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12		1/8	2/3	54									2	4			
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	55									3				
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	56									3				
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	57									3				
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	58									3				
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	59									3				
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	60									3				
6	6	31/2	31/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	61													
6	6	33/2	33/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	62													
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	63													
6	6	15	15	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>dim."						2				
6	6	15	15	0.0	0	0	Spanner	3/4	2	1	0													2				
6	6	15	15	0.0	0	0	Spanner	3/4	2	1	0													2	5			
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	64									2	5			
6	6	16	16	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
6	6	16	16	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	65													
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	66													
7	7	18	18	0.0	0	0	Dynamic	3/4	1	1	0					p								3				
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	67		articAccentAbove							3				
7	7	19	19	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	68													
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	69													
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	70													
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	71													
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	72									4				
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	73									4				
7	7	19	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	74									4				
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	75									4				
7	7	20	20	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	76									4				
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	77									4				
7	7	18	18	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	78													
8	8	21	21	0.0	0	0	Spanner	3/4	1	1	0															4		
8	8	21	21	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	79									5		4		
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	80									5		4		
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	81									5		4		
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	82									5		4		
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	83									5		4		
8	8	47/2	47/2	0.0	5/8	5/8	Spanner	3/4	1	1	0													5				
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	84									5				
8	8	43/2	43/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	85													
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	86													
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	87													
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	88													
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	89		articAccentBelow							4				
8	8	22	22	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	90													
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	91		articAccentAbove							5				
9	9	25	25	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	92													
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	93													
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	94													
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	95													
9	9	24	24	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	96									6				
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	97									6				
9	9	25	25	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	98									6				
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	99									6				
9	9	26	26	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	100									6				
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	101									6				
9	9	24	24	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	102													
10	10	55/2	55/2	0.0	1/8	1/8	Spanner	3/4	1	1	0														6			
10	10	55/2	55/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	103										6			
10	10	57/2	57/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	104										6			
10	10	59/2	59/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																	
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	105													
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	106		articAccentBelow							6				
10	10	28	28	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	107													
11	11	30	30	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	108									7				
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	109									7				
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	110													
11	11	61/2	61/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	111													
11	11	63/2	63/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	112													
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	113													
11	11	30	30	0.0	0	0	Dynamic	3/4	2	1	0					p												
11	11	30	30	0.0	0	0	Spanner	3/4	2	1	0																2	2
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	114												2	2
11	11	31	31	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	115									8			2	2
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	116									8			2	2
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	117									8			2	2
12	12	33	33	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	118									9				
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	119									9				
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	120													
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	121													
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	122													
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	123													
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	124												2	2
12	12	34	34	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	125									10			2	2
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	126									10			2	2
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	127									10			2	2
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	128									11				
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	129									11				
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	130									11				
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	131									11				
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	132									11				
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	133									11				
13	13	73/2	73/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	134													
13	13	75/2	75/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	135													
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	136													
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	137												2	2
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	138									12			2	2
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	139									12			2	2
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	140									12			2	2
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	141									12			2	2
14	14	39	39	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	142									11				
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	143									11				
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	144													
14	14	79/2	79/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	145													
14	14	81/2	81/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	146													
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	147													
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	148									12			2	2
14	14	79/2	79/2	0.0	1/8	1/8	Spanner	3/4	2	1	0													12				
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	149									12				
14	14	40	40	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	150									12				
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	151									12				
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	152													
15	15	42	42	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	153									13				
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	154									13				
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	155													
15	15	85/2	85/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	156													
15	15	87/2	87/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	157													
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	158													
15	15	42	42	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>cresc. e stretto"										
15	15	42	42	0.0	0	0	Spanner	3/4	2	1	0																3	3
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	159												3	3
15	15	43	43	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	160									14			3	3
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	161									14			3	3
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	162									14			3	3
16	16	45	45	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	163									15				
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	164									15				
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	165													
16	16	91/2	91/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	166													
16	16	93/2	93/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	167													
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	168													
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	169												3	3
16	16	46	46	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	170									16			3	3
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	171									16			3	3
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	172									16			3	3
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	173									17				
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	174									17				
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	175									17				
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	176									17				
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	177									17				
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	178									17				
17	17	97/2	97/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	179													
17	17	99/2	99/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	180													
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	181													
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	182												3	3
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	183									18			3	3
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	184									18			3	3
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	185									18			3	3
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	186									18			3	3
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	187									17				
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	188									17				
18	18	52	52	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	189													
18	18	103/2	103/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	190													
18	18	105/2	105/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	191													
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	192													
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	193									18			3	3
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	194									18			3	3
18	18	52	52	0.0	1/4	1/4	Spanner	3/4	2	1	0													18				
18	18	52	52	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	195									18				
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	196									18				
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	197									18				
19	19	54	54	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.8903""/><font face=""Plantin MT Std""/>agitato"										
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	198									19				
19	19	109/2	109/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					f								19				
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	199									19				
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	200									19				
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	201									19				
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	202									19				
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	203									19				
19	19	109/2	109/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	204													
19	19	111/2	111/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	205													
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	206													
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	207													
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	208									20				
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	209									20				
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	210									20				
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	211									20				
20	20	57	57	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	212									19				
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	213									19				
20	20	58	58	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	214													
20	20	57	57	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	215													
20	20	115/2	115/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	216													
20	20	117/2	117/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	217													
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	218													
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	219									20				
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	220									20				
20	20	58	58	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	221									20				
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	222									20				
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	223									20				
21	21	60	60	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	224									21				
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	225									21				
21	21	61	61	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	226		articTenutoAbove											
21	21	123/2	123/2	0.0	3/8	3/8	Spanner	3/4	1	1	0															5		
21	21	121/2	121/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	227											5		
21	21	123/2	123/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	228											5		
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	229											5		
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	230													
21	21	61	61	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	231									22				
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	232									22				
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	233		articTenutoBelow							22				
22	22	63	63	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	234									23		5		
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	235									23		5		
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	236		articAccentAbove									5		
22	22	129/2	129/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					ff												
22	22	129/2	129/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																	
22	22	127/2	127/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	237													
22	22	129/2	129/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	238													
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	239													
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	240													
22	22	64	64	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	241									24				
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	242									24				
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	243		articTenutoBelow							24				
