mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
27	27	335/4	335/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	254				40		
27	27	165/2	165/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	255						
28	28	84	84	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	256				40		
28	28	339/4	339/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	257				40		
28	28	85	85	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	258				40		
28	28	341/4	341/4	0.0	5/16	5/16	Spanner	6/8	1	1	0								40		6
28	28	341/4	341/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	259				40		6
28	28	171/2	171/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	260				40		6
28	28	345/4	345/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	261				40		6
28	28	173/2	173/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	262				40		6
28	28	347/4	347/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	263				40		6
28	28	171/2	171/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	264						6
28	28	84	84	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	265				41		
28	28	171/2	171/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	266				41		
29	29	87	87	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>sempre ritard.</i>"	40		6
29	29	87	87	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	267				40		6
29	29	351/4	351/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	268				40		6
29	29	88	88	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	269				40		6
29	29	353/4	353/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	270				40		6
29	29	177/2	177/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								40		
29	29	177/2	177/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	271				40		
29	29	357/4	357/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	272				40		
29	29	179/2	179/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	273				40		
29	29	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	274				40		
29	29	87	87	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	275						
29	29	177/2	177/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	276						
29	29	87	87	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	277				41		
29	29	177/2	177/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	278				41		
30	30	90	90	0.0	0	0	Spanner	6/8	1	1	0								40	7	
30	30	90	90	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	279				40	7	
30	30	363/4	363/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	280				40	7	
30	30	91	91	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	281				40	7	
30	30	365/4	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	282				40	7	
30	30	183/2	183/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	283				40	7	
30	30	369/4	369/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	284				40	7	
30	30	185/2	185/2	0.0	5/8	5/8	Spanner	6/8	1	1	0								40		
30	30	185/2	185/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	285				40		
30	30	371/4	371/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	286						
30	30	90	90	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	287						
30	30	183/2	183/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	288						
30	30	90	90	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	289				41		
30	30	183/2	183/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	290						
31	31	93	93	0.0	0	0	StaffText	6/8	1	1	0							"<font size=""9""/><font face=""Times New Roman""/><i>a tempo</i>"			
31	31	93	93	0.0	0	0	Dynamic	6/8	1	1	0					p					
31	31	93	93	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	291						
31	31	375/4	375/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	292						
31	31	94	94	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	293						
31	31	377/4	377/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	294						
31	31	189/2	189/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	295				42		
31	31	191/2	191/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	296						
31	31	93	93	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	297						
31	31	187/2	187/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	298				43		
31	31	94	94	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	299						
31	31	95	95	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	300				44		
31	31	191/2	191/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	301						
32	32	96	96	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	302						
32	32	387/4	387/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	303						
32	32	97	97	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	304						
32	32	389/4	389/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	305						
32	32	195/2	195/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	306				45		
32	32	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	307						
32	32	96	96	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	308						
32	32	195/2	195/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	309						
32	32	193/2	193/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	310				46		
32	32	97	97	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	311						
32	32	98	98	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	312				47		
32	32	197/2	197/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	313						
33	33	99	99	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	314						
33	33	399/4	399/4	0.0	3/16	3/16	Spanner	6/8	1	1	0										7
33	33	399/4	399/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	315						7
33	33	100	100	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	316						7
33	33	401/4	401/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	317						7
33	33	201/2	201/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	318		articAccentAbove		48		7
33	33	203/2	203/2	0.0	5/8	5/8	Spanner	6/8	1	1	0										
33	33	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	319						
33	33	99	99	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	320						
33	33	201/2	201/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	321						
33	33	199/2	199/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	322				49		
33	33	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	323						
33	33	101	101	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	324				50		
33	33	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	325						
34	34	102	102	0.0	0	0	Spanner	6/8	1	1	0									8	
34	34	102	102	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	326				51	8	
34	34	103	103	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	327				51	8	
34	34	207/2	207/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	328					8	
34	34	102	102	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	329					8	
34	34	207/2	207/2	0.5	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	330					8	
34	34	104	104	0.5	1/2	1/2	Chord	6/8	1	2	1/8		1/8	1	331					8	
34	34	209/2	209/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	332					8	
34	34	205/2	205/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	333				52		
34	34	103	103	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	334						
34	34	104	104	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	335				53		
34	34	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	336						
35	35	105	105	0.0	0	0	Spanner	6/8	1	1	0										
35	35	211/2	211/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	337				54		
35	35	106	106	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	338						
35	35	107	107	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	339				55		
35	35	215/2	215/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	340						
35	35	105	105	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	341						
35	35	423/4	423/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	342						
35	35	106	106	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	343						
35	35	425/4	425/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	344						
35	35	213/2	213/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	345				56		
35	35	215/2	215/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	346						
35	35	105	105	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	347						
35	35	213/2	213/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	348						
36	36	108	108	0.0	0	0	Spanner	6/8	1	1	0										8
36	36	217/2	217/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	349				57		8
36	36	109	109	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	350						8
36	36	219/2	219/2	0.0	3/8	3/8	Spanner	6/8	1	1	0										
36	36	219/2	219/2	0.0	3/8	3/8	Spanner	6/8	1	1	0									9	
36	36	110	110	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	351				58	9	
36	36	221/2	221/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	352					9	
36	36	108	108	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	353						
36	36	435/4	435/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	354						
36	36	109	109	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	355						
36	36	437/4	437/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	356						
36	36	219/2	219/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	357				59		
36	36	221/2	221/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	358						
36	36	108	108	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	359						
36	36	219/2	219/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	360						
37	37	111	111	0.0	0	0	Spanner	6/8	1	1	0										
37	37	223/2	223/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	361				60		
37	37	112	112	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	362						
37	37	113	113	0.0	1/2	1/2	StaffText	6/8	1	1	0							"<font size=""11""/><font face=""Times New Roman""/><i>dim e rit.</i>"			
37	37	113	113	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	363				61		
37	37	227/2	227/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	364						
37	37	111	111	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	365						
37	37	447/4	447/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	366						
37	37	112	112	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	367						
37	37	449/4	449/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	368						
37	37	225/2	225/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	369				62		
37	37	227/2	227/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	370						
37	37	111	111	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	371						
37	37	225/2	225/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	372						
38	38	229/2	229/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	373				63		
38	38	115	115	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	374						
38	38	116	116	1.0	1/2	1/2	Chord	6/8	1	1	1/4		1/4	1	375						
38	38	114	114	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	376				64		
38	38	115	115	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	377						
38	38	231/2	231/2	0.0	3/8	3/8	Dynamic	6/8	2	1	0					pp					
38	38	231/2	231/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	378						
38	38	114	114	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	379						
38	38	231/2	231/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	380						
39	39	117	117	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	381						
39	39	471/4	471/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	382						
39	39	118	118	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	383						
39	39	473/4	473/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	384						
39	39	237/2	237/2	0.0	3/8	3/8	Spanner	6/8	1	1	0										9
39	39	237/2	237/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	385				65		9
39	39	239/2	239/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	386						9
39	39	117	117	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	387						9
39	39	117	117	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	388						
39	39	471/4	471/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	389						
39	39	118	118	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	390						
39	39	473/4	473/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	391						
39	39	237/2	237/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	392				66		
39	39	239/2	239/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	393						
39	39	117	117	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	394						
40	40	120	120	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	395						9
40	40	483/4	483/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	396						9
40	40	121	121	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	397						9
40	40	485/4	485/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	398						9
40	40	243/2	243/2	0.0	3/8	3/8	Spanner	6/8	1	1	0										
40	40	243/2	243/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	399				67		
40	40	245/2	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	400						
40	40	120	120	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	401						
40	40	120	120	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	402						
40	40	120	120	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	403						
40	40	483/4	483/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	404						
40	40	121	121	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	405						
40	40	485/4	485/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	406						
40	40	243/2	243/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	407				68		
40	40	245/2	245/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	408						
40	40	120	120	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	409						
41	41	123	123	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	410		articTenutoBelow				
41	41	249/2	249/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	411		articTenutoBelow				
41	41	124	124	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	412						
41	41	251/2	251/2	0.0	5/8	5/8	Spanner	6/8	2	1	0									10	
41	41	251/2	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	413					10	
42	42	126	126	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	414						
42	42	507/4	507/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	415						
42	42	127	127	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	416						
42	42	255/2	255/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	417						
42	42	126	126	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	418						
42	42	255/2	255/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	419						
42	42	127	127	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	420					10	
42	42	255/2	255/2	0.0	3/8	3/8	Spanner	6/8	2	1	0										
42	42	257/2	257/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	421						
43	43	129	129	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	422						
43	43	519/4	519/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	423						
43	43	130	130	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	424						
43	43	521/4	521/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	425						
43	43	261/2	261/2	0.0	3/8	3/8	Spanner	6/8	1	1	0										10
43	43	261/2	261/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	426				69		10
43	43	263/2	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	427						10
43	43	129	129	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	428						10
43	43	129	129	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	429						
43	43	519/4	519/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	430						
43	43	130	130	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	431						
43	43	521/4	521/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	432						
43	43	261/2	261/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	433				70		
43	43	263/2	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	434						
43	43	129	129	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	435						
44	44	132	132	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	436						10
44	44	531/4	531/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	437						10
44	44	133	133	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	438						10
44	44	533/4	533/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	439						10
44	44	267/2	267/2	0.0	3/8	3/8	Spanner	6/8	1	1	0										
44	44	267/2	267/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	440				71		
44	44	269/2	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	441						
44	44	132	132	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	442						
44	44	132	132	0.0	0	0	Chord	6/8	2	1	0	acciaccatura	1/8	1	443						
44	44	132	132	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	444						
44	44	531/4	531/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	445						
44	44	133	133	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	446						
44	44	533/4	533/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	447						
44	44	267/2	267/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	448				72		
44	44	269/2	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	449						
44	44	132	132	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	450						
45	45	135	135	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	451		articTenutoBelow				
45	45	273/2	273/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	452		articTenutoBelow				
45	45	136	136	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	453						
45	45	275/2	275/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	454						
46	46	138	138	0.0	0	0	Spanner	6/8	1	1	0									11	
46	46	138	138	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	455					11	
46	46	555/4	555/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	456					11	
46	46	139	139	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	457					11	
46	46	279/2	279/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	458					11	
46	46	138	138	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	459					11	
46	46	279/2	279/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	460					11	
46	46	139	139	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	461						
46	46	281/2	281/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	462						
47	47	141	141	0.0	0	0	Spanner	6/8	1	1	0										
47	47	141	141	0.0	0	0	Dynamic	6/8	2	1	0					p					
47	47	141	141	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	463						
47	47	285/2	285/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	464						
47	47	141	141	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	465						
48	48	144	144	0.0	0	0	Spanner	6/8	1	1	0										11
48	48	144	144	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	466						11
48	48	579/4	579/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	467						11
48	48	145	145	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	468						11
48	48	291/2	291/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	469				73		11
48	48	293/2	293/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	470						11
48	48	144	144	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	471						11
48	48	291/2	291/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	472						11
48	48	144	144	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	473						
49	49	147	147	0.0	0	0	Dynamic	6/8	1	1	0					f					
49	49	147	147	0.0	0	0	Spanner	6/8	1	1	0										
49	49	147	147	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	474		articAccentAbove		74		
49	49	591/4	591/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	475				74		
49	49	148	148	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	476				74		
49	49	593/4	593/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	477						
49	49	297/2	297/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	478		articAccentAbove		75		
49	49	597/4	597/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	479				75		
49	49	299/2	299/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	480				75		
49	49	599/4	599/4	0.0	11/16	11/16	Spanner	6/8	1	1	0									12	
49	49	599/4	599/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	481					12	
49	49	147	147	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	482					12	
49	49	297/2	297/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	483					12	
49	49	147	147	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	484						
50	50	150	150	0.75	0	0	Chord	9/8	1	1	3/16		1/8	3/2	485		articAccentAbove		76	12	
50	50	603/4	603/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16		1/16	1	486				76	12	
50	50	151	151	0.25	1/4	1/4	Chord	9/8	1	1	1/16		1/16	1	487				76	12	
50	50	605/4	605/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16		1/16	1	488				76	12	
50	50	303/2	303/2	0.0	3/8	3/8	Spanner	9/8	1	1	0								76		
50	50	150	150	1.5	0	0	Chord	9/8	1	2	3/8		1/4	3/2	489						
50	50	150	150	1.5	0	0	Chord	9/8	2	1	3/8		1/4	3/2	490						
50	50	303/2	303/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	491						
50	50	607/4	607/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	492						
50	50	152	152	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	493						
50	50	609/4	609/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	494						
50	50	305/2	305/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	495						
50	50	611/4	611/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	496						
51	51	309/2	309/2	0.0	0	0	Dynamic	6/8	2	1	0					p					
51	51	309/2	309/2	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	497						
51	51	156	156	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	498						
51	51	309/2	309/2	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	499						
52	52	315/2	315/2	0.0	0	0	Spanner	6/8	1	1	0										12
52	52	315/2	315/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	500						12
52	52	633/4	633/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	501						12
52	52	317/2	317/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	502						12
52	52	159	159	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	503				77		12
52	52	160	160	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	504						12
52	52	315/2	315/2	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	505						12
52	52	159	159	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	506						12
52	52	315/2	315/2	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	507						
53	53	321/2	321/2	0.0	0	0	Dynamic	6/8	1	1	0					f					
53	53	321/2	321/2	0.0	0	0	Spanner	6/8	1	1	0										
53	53	321/2	321/2	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	508		articAccentAbove		78		
53	53	645/4	645/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	509				78		
53	53	323/2	323/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	510				78		
